sample_name	ligation_id	organism	isolate	tissue	sex	collection_date
APCL16_468	L5190	Amphiprion clarkii	not applicable	tail fin	M	2016-06-02
APCL16_336	L5084	Amphiprion clarkii	not applicable	tail fin	J	2016-05-29
APCL16_464	L5187	Amphiprion clarkii	not applicable	tail fin	M	2016-06-02
APCL15_406108	L2922	Amphiprion clarkii	not applicable	tail fin	M	2015-05-31
APCL15_404064	L2809	Amphiprion clarkii	not applicable	tail fin	F	2015-05-31
APCL12_040	L2356	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-08
APCL15_374339	L2927	Amphiprion clarkii	not applicable	tail fin	F	2015-06-01
APCL15_356492	L2980	Amphiprion clarkii	not applicable	tail fin	F	2015-06-04
APCL15_011	L2944	Amphiprion clarkii	not applicable	tail fin	J	2015-05-30
APCL15_372981	L2775	Amphiprion clarkii	not applicable	tail fin	M	2015-06-04
APCL12_174	L2382	Amphiprion clarkii	not applicable	tail fin	M	2012-05-10
APCL16_488	L5206	Amphiprion clarkii	not applicable	tail fin	M	2016-06-03
APCL12_159	L2275	Amphiprion clarkii	not applicable	tail fin	M	2012-05-10
APCL15_367983	L2765	Amphiprion clarkii	not applicable	tail fin	F	2015-06-04
APCL15_402971	L2925	Amphiprion clarkii	not applicable	tail fin	J	2015-05-31
APCL12_089	L2267	Amphiprion clarkii	not applicable	tail fin	M	2012-05-09
APCL15_375642	L2979	Amphiprion clarkii	not applicable	tail fin	J	2015-05-30
APCL15_405904	L2782	Amphiprion clarkii	not applicable	tail fin	F	2015-05-31
APCL12_041	L2357	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-08
APCL15_401458	L2784	Amphiprion clarkii	not applicable	tail fin	J	2015-05-31
APCL16_294	L5056	Amphiprion clarkii	not applicable	tail fin	M	2016-05-27
APCL16_416	L5146	Amphiprion clarkii	not applicable	tail fin	J	2016-05-31
APCL12_207	L2285	Amphiprion clarkii	not applicable	tail fin	J	2012-05-11
APCL12_042	L2358	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-08
APCL16_342	L5088	Amphiprion clarkii	not applicable	tail fin	F	2016-05-29
APCL12_160	L1778	Amphiprion clarkii	not applicable	tail fin	J	2012-05-10
APCL16_502	L5213	Amphiprion clarkii	not applicable	tail fin	M	2016-06-03
APCL12_169	L2427	Amphiprion clarkii	not applicable	tail fin	J	2012-05-10
APCL16_459	L5182	Amphiprion clarkii	not applicable	tail fin	J	2016-06-02
APCL15_403698	L3019	Amphiprion clarkii	not applicable	tail fin	F	2015-05-30
APCL16_388	L5122	Amphiprion clarkii	not applicable	tail fin	M	2016-05-31
APCL15_152	L3036	Amphiprion clarkii	not applicable	tail fin	J	2015-06-14
APCL16_457	L5181	Amphiprion clarkii	not applicable	tail fin	J	2016-06-02
APCL16_434	L5161	Amphiprion clarkii	not applicable	tail fin	J	2016-05-31
APCL12_161	L2426	Amphiprion clarkii	not applicable	tail fin	M	2012-05-10
APCL12_177	L1781	Amphiprion clarkii	not applicable	tail fin	F	2012-05-10
APCL15_403913	L2753	Amphiprion clarkii	not applicable	tail fin	M	2015-05-31
APCL15_158	L2962	Amphiprion clarkii	not applicable	tail fin	J	2015-06-14
APCL12_053	L2204	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-08
APCL16_361	L5105	Amphiprion clarkii	not applicable	tail fin	J	2016-05-30
APCL12_102	L2214	Amphiprion clarkii	not applicable	tail fin	J	2012-05-09
APCL16_393	L5127	Amphiprion clarkii	not applicable	tail fin	F	2016-05-31
APCL15_355605	L2895	Amphiprion clarkii	not applicable	tail fin	M	2015-06-04
APCL15_375881	L2814	Amphiprion clarkii	not applicable	tail fin	F	2015-05-28
APCL12_120	L1775	Amphiprion clarkii	not applicable	tail fin	J	2012-05-09
APCL15_371381	L2838	Amphiprion clarkii	not applicable	tail fin	M	2015-06-14
APCL15_373231	L2887	Amphiprion clarkii	not applicable	tail fin	M	2015-06-04
APCL15_356312	L2741	Amphiprion clarkii	not applicable	tail fin	M	2015-06-05
APCL16_314	L5072	Amphiprion clarkii	not applicable	tail fin	M	2016-05-28
APCL13_291	L0323	Amphiprion clarkii	not applicable	tail fin	J	2013-05-28
APCL16_298	L5060	Amphiprion clarkii	not applicable	tail fin	M	2016-05-27
APCL15_373315	L2869	Amphiprion clarkii	not applicable	tail fin	M	2015-06-14
APCL16_290	L5052	Amphiprion clarkii	not applicable	tail fin	F	2016-05-27
APCL16_383	L5121	Amphiprion clarkii	not applicable	tail fin	M	2016-05-31
APCL16_284	L5048	Amphiprion clarkii	not applicable	tail fin	F	2016-05-26
APCL16_378	L5119	Amphiprion clarkii	not applicable	tail fin	F	2016-05-31
APCL16_472	L5194	Amphiprion clarkii	not applicable	tail fin	M	2016-06-02
APCL16_286	L5050	Amphiprion clarkii	not applicable	tail fin	F	2016-05-26
APCL16_287	L5051	Amphiprion clarkii	not applicable	tail fin	M	2016-05-26
APCL16_283	L5047	Amphiprion clarkii	not applicable	tail fin	M	2016-05-26
APCL16_471	L5193	Amphiprion clarkii	not applicable	tail fin	J	2016-06-02
APCL16_476	L5197	Amphiprion clarkii	not applicable	tail fin	M	2016-06-02
APCL16_473	L5195	Amphiprion clarkii	not applicable	tail fin	F	2016-06-02
APCL16_477	L5198	Amphiprion clarkii	not applicable	tail fin	J	2016-06-02
APCL17_077	L3609	Amphiprion clarkii	not applicable	tail fin	J	2017-05-16
APCL17_074	L3607	Amphiprion clarkii	not applicable	tail fin	F	2017-05-15
APCL17_075	L3608	Amphiprion clarkii	not applicable	tail fin	M	2017-05-15
APCL17_078	L3649	Amphiprion clarkii	not applicable	tail fin	M	2017-05-16
APCL17_076	L3648	Amphiprion clarkii	not applicable	tail fin	F	2017-05-15
APCL17_073	L3647	Amphiprion clarkii	not applicable	tail fin	M	2017-05-15
APCL17_038	L3412	Amphiprion clarkii	not applicable	tail fin	M	2017-05-14
APCL17_035	L3409	Amphiprion clarkii	not applicable	tail fin	M	2017-05-14
APCL17_036	L3410	Amphiprion clarkii	not applicable	tail fin	M	2017-05-14
APCL17_032	L3408	Amphiprion clarkii	not applicable	tail fin	M	2017-05-14
APCL17_039	L3413	Amphiprion clarkii	not applicable	tail fin	J	2017-05-14
APCL16_285	L5049	Amphiprion clarkii	not applicable	tail fin	J	2016-05-26
APCL16_193	L4966	Amphiprion clarkii	not applicable	tail fin	M	2016-05-19
APCL16_192	L4965	Amphiprion clarkii	not applicable	tail fin	M	2016-05-18
APCL16_190	L4963	Amphiprion clarkii	not applicable	tail fin	F	2016-05-18
APCL16_194	L4967	Amphiprion clarkii	not applicable	tail fin	F	2016-05-19
APCL16_196	L4968	Amphiprion clarkii	not applicable	tail fin	M	2016-05-19
APCL16_189	L4962	Amphiprion clarkii	not applicable	tail fin	M	2016-05-18
APCL16_191	L4964	Amphiprion clarkii	not applicable	tail fin	F	2016-05-18
APCL16_756	L5434	Amphiprion clarkii	not applicable	tail fin	M	2016-06-09
APCL16_757	L5435	Amphiprion clarkii	not applicable	tail fin	F	2016-06-09
APCL16_760	L5438	Amphiprion clarkii	not applicable	tail fin	F	2016-06-09
APCL16_754	L5432	Amphiprion clarkii	not applicable	tail fin	J	2016-06-09
APCL16_759	L5437	Amphiprion clarkii	not applicable	tail fin	M	2016-06-09
APCL16_755	L5433	Amphiprion clarkii	not applicable	tail fin	J	2016-06-09
APCL16_758	L5436	Amphiprion clarkii	not applicable	tail fin	F	2016-06-09
APCL16_753	L5431	Amphiprion clarkii	not applicable	tail fin	F	2016-06-09
APCL16_807	L3372	Amphiprion clarkii	not applicable	tail fin	M	2016-06-15
APCL16_804	L3369	Amphiprion clarkii	not applicable	tail fin	J	2016-06-15
APCL17_002	L3382	Amphiprion clarkii	not applicable	tail fin	M	2017-05-12
APCL16_797	L3362	Amphiprion clarkii	not applicable	tail fin	M	2016-06-15
APCL16_786	L5462	Amphiprion clarkii	not applicable	tail fin	J	2016-06-14
APCL16_778	L5454	Amphiprion clarkii	not applicable	tail fin	M	2016-06-14
APCL17_001	L3381	Amphiprion clarkii	not applicable	tail fin	M	2017-05-12
APCL16_809	L3374	Amphiprion clarkii	not applicable	tail fin	M	2016-06-15
APCL17_007	L3387	Amphiprion clarkii	not applicable	tail fin	M	2017-05-13
APCL16_772	L5449	Amphiprion clarkii	not applicable	tail fin	F	2016-06-14
APCL16_805	L3370	Amphiprion clarkii	not applicable	tail fin	J	2016-06-15
APCL16_777	L5453	Amphiprion clarkii	not applicable	tail fin	M	2016-06-14
APCL17_014	L3394	Amphiprion clarkii	not applicable	tail fin	F	2017-05-13
APCL17_020	L3399	Amphiprion clarkii	not applicable	tail fin	F	2017-05-13
APCL16_800	L3365	Amphiprion clarkii	not applicable	tail fin	F	2016-06-15
APCL17_018	L3397	Amphiprion clarkii	not applicable	tail fin	M	2017-05-13
APCL16_812	L3377	Amphiprion clarkii	not applicable	tail fin	J	2016-06-15
APCL16_811	L3376	Amphiprion clarkii	not applicable	tail fin	F	2016-06-15
APCL16_783	L5459	Amphiprion clarkii	not applicable	tail fin	F	2016-06-14
APCL17_024	L3403	Amphiprion clarkii	not applicable	tail fin	M	2017-05-14
APCL16_802	L3367	Amphiprion clarkii	not applicable	tail fin	M	2016-06-15
APCL16_766	L5444	Amphiprion clarkii	not applicable	tail fin	M	2016-06-09
APCL16_794	L3359	Amphiprion clarkii	not applicable	tail fin	J	2016-06-15
APCL16_787	L5463	Amphiprion clarkii	not applicable	tail fin	F	2016-06-14
APCL17_003	L3383	Amphiprion clarkii	not applicable	tail fin	M	2017-05-13
APCL16_808	L3373	Amphiprion clarkii	not applicable	tail fin	M	2016-06-15
APCL17_011	L3391	Amphiprion clarkii	not applicable	tail fin	J	2017-05-13
APCL16_795	L3360	Amphiprion clarkii	not applicable	tail fin	M	2016-06-15
APCL16_803	L3368	Amphiprion clarkii	not applicable	tail fin	M	2016-06-15
APCL16_788	L3353	Amphiprion clarkii	not applicable	tail fin	M	2016-06-14
APCL17_023	L3402	Amphiprion clarkii	not applicable	tail fin	F	2017-05-14
APCL16_773	L5450	Amphiprion clarkii	not applicable	tail fin	M	2016-06-14
APCL17_004	L3384	Amphiprion clarkii	not applicable	tail fin	M	2017-05-13
APCL16_762	L5440	Amphiprion clarkii	not applicable	tail fin	M	2016-06-09
APCL17_006	L3386	Amphiprion clarkii	not applicable	tail fin	F	2017-05-13
APCL17_022	L3401	Amphiprion clarkii	not applicable	tail fin	M	2017-05-13
APCL17_029	L3405	Amphiprion clarkii	not applicable	tail fin	M	2017-05-14
APCL17_031	L3407	Amphiprion clarkii	not applicable	tail fin	J	2017-05-14
APCL17_013	L3393	Amphiprion clarkii	not applicable	tail fin	M	2017-05-13
APCL17_025	L3404	Amphiprion clarkii	not applicable	tail fin	J	2017-05-14
APCL16_774	L5451	Amphiprion clarkii	not applicable	tail fin	J	2016-06-14
APCL16_780	L5456	Amphiprion clarkii	not applicable	tail fin	M	2016-06-14
APCL16_789	L3354	Amphiprion clarkii	not applicable	tail fin	F	2016-06-14
APCL17_012	L3392	Amphiprion clarkii	not applicable	tail fin	J	2017-05-13
APCL17_016	L3396	Amphiprion clarkii	not applicable	tail fin	F	2017-05-13
APCL16_814	L3379	Amphiprion clarkii	not applicable	tail fin	M	2016-06-16
APCL16_765	L5443	Amphiprion clarkii	not applicable	tail fin	F	2016-06-09
APCL16_767	L5445	Amphiprion clarkii	not applicable	tail fin	F	2016-06-09
APCL16_779	L5455	Amphiprion clarkii	not applicable	tail fin	F	2016-06-14
APCL16_799	L3364	Amphiprion clarkii	not applicable	tail fin	M	2016-06-15
APCL16_810	L3375	Amphiprion clarkii	not applicable	tail fin	F	2016-06-15
APCL16_763	L5441	Amphiprion clarkii	not applicable	tail fin	F	2016-06-09
APCL16_791	L3356	Amphiprion clarkii	not applicable	tail fin	F	2016-06-14
APCL16_801	L3366	Amphiprion clarkii	not applicable	tail fin	M	2016-06-15
APCL16_769	L5447	Amphiprion clarkii	not applicable	tail fin	M	2016-06-09
APCL16_796	L3361	Amphiprion clarkii	not applicable	tail fin	J	2016-06-15
APCL16_798	L3363	Amphiprion clarkii	not applicable	tail fin	J	2016-06-15
APCL17_010	L3390	Amphiprion clarkii	not applicable	tail fin	J	2017-05-13
APCL16_806	L3371	Amphiprion clarkii	not applicable	tail fin	M	2016-06-15
APCL16_781	L5457	Amphiprion clarkii	not applicable	tail fin	M	2016-06-14
APCL16_764	L5442	Amphiprion clarkii	not applicable	tail fin	M	2016-06-09
APCL17_008	L3388	Amphiprion clarkii	not applicable	tail fin	M	2017-05-13
APCL16_815	L3380	Amphiprion clarkii	not applicable	tail fin	J	2016-06-16
APCL16_770	L5448	Amphiprion clarkii	not applicable	tail fin	J	2016-06-14
APCL16_793	L3358	Amphiprion clarkii	not applicable	tail fin	M	2016-06-15
APCL17_015	L3395	Amphiprion clarkii	not applicable	tail fin	M	2017-05-13
APCL17_030	L3406	Amphiprion clarkii	not applicable	tail fin	F	2017-05-14
APCL16_790	L3355	Amphiprion clarkii	not applicable	tail fin	F	2016-06-14
APCL16_776	L5452	Amphiprion clarkii	not applicable	tail fin	M	2016-06-14
APCL17_005	L3385	Amphiprion clarkii	not applicable	tail fin	M	2017-05-13
APCL17_019	L3398	Amphiprion clarkii	not applicable	tail fin	F	2017-05-13
APCL17_009	L3389	Amphiprion clarkii	not applicable	tail fin	M	2017-05-13
APCL16_768	L5446	Amphiprion clarkii	not applicable	tail fin	M	2016-06-09
APCL16_813	L3378	Amphiprion clarkii	not applicable	tail fin	J	2016-06-16
APCL16_792	L3357	Amphiprion clarkii	not applicable	tail fin	M	2016-06-14
APCL13_534	L0669	Amphiprion clarkii	not applicable	tail fin	F	2013-06-02
APCL14_065	L0895	Amphiprion clarkii	not applicable	tail fin	J	2014-06-13
APCL14_236	L0961	Amphiprion clarkii	not applicable	tail fin	J	2014-06-18
APCL14_300	L0633	Amphiprion clarkii	not applicable	tail fin	J	2014-06-22
APCL14_040	L0918	Amphiprion clarkii	not applicable	tail fin	F	2014-06-12
APCL14_412	L0760	Amphiprion clarkii	not applicable	tail fin	J	2014-06-23
APCL16_248	L5013	Amphiprion clarkii	not applicable	tail fin	M	2016-05-21
APCL12_213	L2431	Amphiprion clarkii	not applicable	tail fin	J	2012-05-11
APCL14_380	L2558	Amphiprion clarkii	not applicable	tail fin	J	2014-06-23
APCL13_342	L0363	Amphiprion clarkii	not applicable	tail fin	J	2013-05-29
APCL13_160	L1107	Amphiprion clarkii	not applicable	tail fin	F	2013-05-26
APCL14_227	L0789	Amphiprion clarkii	not applicable	tail fin	J	2014-06-18
APCL14_181	L0734	Amphiprion clarkii	not applicable	tail fin	F	2014-06-17
APCL14_426	L1254	Amphiprion clarkii	not applicable	tail fin	J	2014-06-24
APCL13_211	L1215	Amphiprion clarkii	not applicable	tail fin	F	2013-05-27
APCL13_634	L0978	Amphiprion clarkii	not applicable	tail fin	M	2013-06-04
APCL13_476	L0852	Amphiprion clarkii	not applicable	tail fin	J	2013-05-31
APCL14_395	L0797	Amphiprion clarkii	not applicable	tail fin	J	2014-06-23
APCL14_174	L1291	Amphiprion clarkii	not applicable	tail fin	J	2014-06-17
APCL14_168	L0731	Amphiprion clarkii	not applicable	tail fin	M	2014-06-17
APCL16_079	L3639	Amphiprion clarkii	not applicable	tail fin	M	2016-05-14
APCL13_546	L1315	Amphiprion clarkii	not applicable	tail fin	F	2013-06-02
APCL14_195	L3066	Amphiprion clarkii	not applicable	tail fin	J	2014-06-17
APCL14_187	L0784	Amphiprion clarkii	not applicable	tail fin	J	2014-06-17
APCL13_350	L0369	Amphiprion clarkii	not applicable	tail fin	M	2013-05-29
APCL12_187	L2582	Amphiprion clarkii	not applicable	tail fin	J	2012-05-11
APCL16_274	L5038	Amphiprion clarkii	not applicable	tail fin	M	2016-05-25
APCL13_331	L0356	Amphiprion clarkii	not applicable	tail fin	F	2013-05-29
APCL13_548	L0492	Amphiprion clarkii	not applicable	tail fin	F	2013-06-02
APCL14_115	L0904	Amphiprion clarkii	not applicable	tail fin	M	2014-06-16
APCL15_372347	L3079	Amphiprion clarkii	not applicable	tail fin	M	2015-06-09
APCL13_437	L0844	Amphiprion clarkii	not applicable	tail fin	M	2013-05-31
APCL16_036	L5209	Amphiprion clarkii	not applicable	tail fin	F	2016-05-13
APCL12_188	L2583	Amphiprion clarkii	not applicable	tail fin	J	2012-05-11
APCL13_570	L0673	Amphiprion clarkii	not applicable	tail fin	M	2013-06-03
APCL15_109	L2879	Amphiprion clarkii	not applicable	tail fin	J	2015-06-08
APCL16_025	L3158	Amphiprion clarkii	not applicable	tail fin	F	2016-05-12
APCL13_500	L2394	Amphiprion clarkii	not applicable	tail fin	J	2013-06-01
APCL14_086	L0708	Amphiprion clarkii	not applicable	tail fin	J	2014-06-13
APCL13_319	L0349	Amphiprion clarkii	not applicable	tail fin	F	2013-05-29
APCL14_151	L2510	Amphiprion clarkii	not applicable	tail fin	J	2014-06-16
APCL16_255	L5020	Amphiprion clarkii	not applicable	tail fin	J	2016-05-21
APCL14_408	L0801	Amphiprion clarkii	not applicable	tail fin	J	2014-06-23
APCL13_205	L2234	Amphiprion clarkii	not applicable	tail fin	F	2013-05-27
APCL15_355896	L2629	Amphiprion clarkii	not applicable	tail fin	M	2015-06-14
APCL14_036	L0723	Amphiprion clarkii	not applicable	tail fin	F	2014-06-12
APCL14_208	L0916	Amphiprion clarkii	not applicable	tail fin	J	2014-06-18
APCL13_379	L0391	Amphiprion clarkii	not applicable	tail fin	F	2013-05-29
APCL14_431	L1009	Amphiprion clarkii	not applicable	tail fin	J	2014-06-24
APCL14_246	L0757	Amphiprion clarkii	not applicable	tail fin	J	2014-06-18
APCL13_640	L1231	Amphiprion clarkii	not applicable	tail fin	F	2013-06-04
APCL13_397	L0403	Amphiprion clarkii	not applicable	tail fin	M	2013-05-30
APCL14_169	L0732	Amphiprion clarkii	not applicable	tail fin	M	2014-06-17
APCL14_098	L0924	Amphiprion clarkii	not applicable	tail fin	F	2014-06-13
APCL14_217	L0629	Amphiprion clarkii	not applicable	tail fin	J	2014-06-18
APCL16_276	L5040	Amphiprion clarkii	not applicable	tail fin	F	2016-05-25
APCL13_425	L0653	Amphiprion clarkii	not applicable	tail fin	J	2013-05-30
id_error_4	L0868	Amphiprion clarkii	not applicable	tail fin	NA	NA
APCL16_043	L5200	Amphiprion clarkii	not applicable	tail fin	J	2016-05-13
APCL13_260	L0293	Amphiprion clarkii	not applicable	tail fin	J	2013-05-28
APCL13_261	L0294	Amphiprion clarkii	not applicable	tail fin	J	2013-05-28
APCL16_020	L3161	Amphiprion clarkii	not applicable	tail fin	F	2016-05-12
APCL13_245	L0278	Amphiprion clarkii	not applicable	tail fin	J	2013-05-27
APCL15_354123	L2610	Amphiprion clarkii	not applicable	tail fin	M	2015-06-13
APCL13_576	L1317	Amphiprion clarkii	not applicable	tail fin	F	2013-06-03
APCL16_183	L3315	Amphiprion clarkii	not applicable	tail fin	M	2016-05-18
APCL16_266	L5030	Amphiprion clarkii	not applicable	tail fin	F	2016-05-25
APCL14_396	L1003	Amphiprion clarkii	not applicable	tail fin	J	2014-06-23
APCL14_043	L0725	Amphiprion clarkii	not applicable	tail fin	M	2014-06-12
APCL14_359	L0823	Amphiprion clarkii	not applicable	tail fin	J	2014-06-23
APCL14_107	L0989	Amphiprion clarkii	not applicable	tail fin	J	2014-06-13
APCL13_240	L0273	Amphiprion clarkii	not applicable	tail fin	J	2013-05-27
APCL13_530	L0667	Amphiprion clarkii	not applicable	tail fin	M	2013-06-02
APCL14_280	L1198	Amphiprion clarkii	not applicable	tail fin	M	2014-06-22
APCL14_541	L0620	Amphiprion clarkii	not applicable	tail fin	J	2014-07-02
APCL15_354247	L2649	Amphiprion clarkii	not applicable	tail fin	F	2015-06-07
APCL15_406498	L2636	Amphiprion clarkii	not applicable	tail fin	M	2015-06-11
APCL13_503	L2232	Amphiprion clarkii	not applicable	tail fin	M	2013-06-01
APCL16_162	L3298	Amphiprion clarkii	not applicable	tail fin	M	2016-05-17
APCL14_312	L0613	Amphiprion clarkii	not applicable	tail fin	M	2014-06-22
APCL13_224	L0259	Amphiprion clarkii	not applicable	tail fin	J	2013-05-27
APCL14_352	L2534	Amphiprion clarkii	not applicable	tail fin	M	2014-06-23
APCL16_244	L5009	Amphiprion clarkii	not applicable	tail fin	F	2016-05-21
APCL14_200	L0915	Amphiprion clarkii	not applicable	tail fin	J	2014-06-18
APCL16_015	L3134	Amphiprion clarkii	not applicable	tail fin	M	2016-05-12
APCL13_317	L0347	Amphiprion clarkii	not applicable	tail fin	M	2013-05-28
APCL14_248	L0817	Amphiprion clarkii	not applicable	tail fin	M	2014-06-22
APCL14_180	L1324	Amphiprion clarkii	not applicable	tail fin	M	2014-06-17
APCL14_425	L1005	Amphiprion clarkii	not applicable	tail fin	J	2014-06-24
APCL14_077	L0900	Amphiprion clarkii	not applicable	tail fin	J	2014-06-13
APCL15_355666	L2638	Amphiprion clarkii	not applicable	tail fin	M	2015-06-09
APCL13_521	L0664	Amphiprion clarkii	not applicable	tail fin	J	2013-06-02
APCL13_262	L0295	Amphiprion clarkii	not applicable	tail fin	M	2013-05-28
APCL14_111	L0902	Amphiprion clarkii	not applicable	tail fin	M	2014-06-16
APCL15_405042	L3075	Amphiprion clarkii	not applicable	tail fin	M	2015-06-13
APCL16_172	L3308	Amphiprion clarkii	not applicable	tail fin	J	2016-05-18
APCL16_230	L4999	Amphiprion clarkii	not applicable	tail fin	M	2016-05-21
APCL14_440	L1347	Amphiprion clarkii	not applicable	tail fin	J	2014-06-24
APCL14_002	L0892	Amphiprion clarkii	not applicable	tail fin	J	2014-06-07
APCL16_184	L3316	Amphiprion clarkii	not applicable	tail fin	F	2016-05-18
APCL14_333	L0607	Amphiprion clarkii	not applicable	tail fin	M	2014-06-24
APCL14_399	L1730	Amphiprion clarkii	not applicable	tail fin	J	2014-06-23
APCL14_435	L1022	Amphiprion clarkii	not applicable	tail fin	J	2014-06-24
APCL13_231	L0266	Amphiprion clarkii	not applicable	tail fin	F	2013-05-27
APCL14_015	L0946	Amphiprion clarkii	not applicable	tail fin	F	2014-06-10
APCL14_075	L0898	Amphiprion clarkii	not applicable	tail fin	J	2014-06-13
APCL16_236	L5003	Amphiprion clarkii	not applicable	tail fin	M	2016-05-21
APCL16_029	L3143	Amphiprion clarkii	not applicable	tail fin	F	2016-05-12
APCL16_030	L3168	Amphiprion clarkii	not applicable	tail fin	M	2016-05-12
