sample_name	ligation_id	organism	isolate	tissue	sex	collection_date	dev_stage
APCL18_489_L3996	L3996	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-03-21	juvenile
APCL18_490_L3997	L3997	Amphiprion clarkii	not applicable	tail fin	female	2018-03-21	adult
APCL18_491_L3998	L3998	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-03-21	juvenile
APCL18_492_L3999	L3999	Amphiprion clarkii	not applicable	tail fin	male	2018-03-21	adult
APCL18_493_L4000	L4000	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-03-21	juvenile
APCL18_494_L4001	L4001	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-03-21	juvenile
APCL18_495_L4002	L4002	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-03-21	juvenile
APCL18_497_L4003	L4003	Amphiprion clarkii	not applicable	tail fin	male	2018-03-21	adult
APCL18_499_L4004	L4004	Amphiprion clarkii	not applicable	tail fin	female	2018-03-22	adult
APCL18_501_L4005	L4005	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-03-22	juvenile
APCL18_502_L4006	L4006	Amphiprion clarkii	not applicable	tail fin	male	2018-03-22	adult
APCL18_503_L4007	L4007	Amphiprion clarkii	not applicable	tail fin	female	2018-03-22	adult
APCL18_504_L4008	L4008	Amphiprion clarkii	not applicable	tail fin	female	2018-03-22	adult
APCL18_505_L4009	L4009	Amphiprion clarkii	not applicable	tail fin	female	2018-03-22	adult
APCL18_506_L4010	L4010	Amphiprion clarkii	not applicable	tail fin	female	2018-03-22	adult
APCL18_507_L4011	L4011	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-03-22	juvenile
APCL18_508_L4012	L4012	Amphiprion clarkii	not applicable	tail fin	male	2018-03-22	adult
APCL18_509_L4013	L4013	Amphiprion clarkii	not applicable	tail fin	male	2018-03-22	adult
APCL18_510_L4014	L4014	Amphiprion clarkii	not applicable	tail fin	male	2018-03-22	adult
APCL18_511_L4015	L4015	Amphiprion clarkii	not applicable	tail fin	male	2018-03-22	adult
APCL18_512_L4016	L4016	Amphiprion clarkii	not applicable	tail fin	female	2018-03-22	adult
APCL18_513_L4017	L4017	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-03-23	juvenile
APCL18_514_L4018	L4018	Amphiprion clarkii	not applicable	tail fin	female	2018-03-23	adult
APCL18_515_L4019	L4019	Amphiprion clarkii	not applicable	tail fin	female	2018-03-23	adult
APCL18_516_L4020	L4020	Amphiprion clarkii	not applicable	tail fin	male	2018-03-23	adult
APCL18_517_L4021	L4021	Amphiprion clarkii	not applicable	tail fin	male	2018-03-23	adult
APCL18_518_L4022	L4022	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-03-23	juvenile
APCL18_519_L4023	L4023	Amphiprion clarkii	not applicable	tail fin	male	2018-03-23	adult
APCL18_520_L4024	L4024	Amphiprion clarkii	not applicable	tail fin	male	2018-03-23	adult
APCL18_522_L4025	L4025	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-03-23	juvenile
APCL18_523_L4026	L4026	Amphiprion clarkii	not applicable	tail fin	female	2018-03-23	adult
APCL18_524_L4027	L4027	Amphiprion clarkii	not applicable	tail fin	male	2018-03-23	adult
APCL18_525_L4028	L4028	Amphiprion clarkii	not applicable	tail fin	female	2018-03-23	adult
APCL18_526_L4029	L4029	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-03-23	juvenile
APCL18_530_L4030	L4030	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-03-23	juvenile
APCL18_531_L4031	L4031	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-03-23	juvenile
APCL18_532_L4032	L4032	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-03-23	juvenile
APCL18_533_L4033	L4033	Amphiprion clarkii	not applicable	tail fin	female	2018-03-23	adult
APCL18_534_L4034	L4034	Amphiprion clarkii	not applicable	tail fin	male	2018-03-23	adult
APCL18_535_L4035	L4035	Amphiprion clarkii	not applicable	tail fin	NA	2018-03-24	NA
APCL18_536_L4036	L4036	Amphiprion clarkii	not applicable	tail fin	female	2018-03-24	adult
APCL18_537_L4037	L4037	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-03-24	juvenile
APCL18_538_L4038	L4038	Amphiprion clarkii	not applicable	tail fin	male	2018-03-24	adult
APCL18_539_L4039	L4039	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-03-24	juvenile
APCL18_541_L4040	L4040	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-03-24	juvenile
APCL18_542_L4041	L4041	Amphiprion clarkii	not applicable	tail fin	female	2018-03-24	adult
APCL18_543_L4042	L4042	Amphiprion clarkii	not applicable	tail fin	male	2018-03-24	adult
APCL18_544_L4043	L4043	Amphiprion clarkii	not applicable	tail fin	female	2018-03-24	adult
APCL18_545_L4044	L4044	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-03-24	juvenile
APCL18_546_L4045	L4045	Amphiprion clarkii	not applicable	tail fin	female	2018-03-24	adult
APCL18_547_L4046	L4046	Amphiprion clarkii	not applicable	tail fin	male	2018-03-24	adult
APCL18_548_L4047	L4047	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-03-24	juvenile
APCL18_549_L4048	L4048	Amphiprion clarkii	not applicable	tail fin	male	2018-03-24	adult
APCL18_550_L4049	L4049	Amphiprion clarkii	not applicable	tail fin	female	2018-03-24	adult
APCL18_551_L4050	L4050	Amphiprion clarkii	not applicable	tail fin	female	2018-03-24	adult
APCL18_552_L4051	L4051	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-03-24	juvenile
APCL18_553_L4052	L4052	Amphiprion clarkii	not applicable	tail fin	female	2018-03-24	adult
APCL18_554_L4053	L4053	Amphiprion clarkii	not applicable	tail fin	female	2018-03-25	adult
APCL18_555_L4054	L4054	Amphiprion clarkii	not applicable	tail fin	male	2018-03-25	adult
APCL18_556_L4055	L4055	Amphiprion clarkii	not applicable	tail fin	female	2018-03-25	adult
APCL18_558_L4056	L4056	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-03-25	juvenile
APCL18_559_L4057	L4057	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-03-25	juvenile
APCL18_560_L4058	L4058	Amphiprion clarkii	not applicable	tail fin	male	2018-03-25	adult
APCL18_561_L4059	L4059	Amphiprion clarkii	not applicable	tail fin	male	2018-03-25	adult
APCL18_562_L4060	L4060	Amphiprion clarkii	not applicable	tail fin	female	2018-03-25	adult
APCL18_563_L4061	L4061	Amphiprion clarkii	not applicable	tail fin	male	2018-03-25	adult
APCL18_565_L4062	L4062	Amphiprion clarkii	not applicable	tail fin	female	2018-03-25	adult
APCL18_567_L4064	L4064	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-03-25	juvenile
APCL18_568_L4065	L4065	Amphiprion clarkii	not applicable	tail fin	female	2018-03-25	adult
APCL18_570_L4067	L4067	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-03-25	juvenile
APCL18_571_L4068	L4068	Amphiprion clarkii	not applicable	tail fin	female	2018-03-25	adult
APCL18_572_L4069	L4069	Amphiprion clarkii	not applicable	tail fin	female	2018-03-25	adult
APCL18_573_L4070	L4070	Amphiprion clarkii	not applicable	tail fin	female	2018-03-25	adult
APCL18_574_L4071	L4071	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-03-25	juvenile
APCL18_575_L4072	L4072	Amphiprion clarkii	not applicable	tail fin	male	2018-03-26	adult
APCL18_576_L4073	L4073	Amphiprion clarkii	not applicable	tail fin	female	2018-03-26	adult
APCL18_578_L4074	L4074	Amphiprion clarkii	not applicable	tail fin	male	2018-03-26	adult
APCL18_579_L4075	L4075	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-03-26	juvenile
APCL18_583_L4079	L4079	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-03-26	juvenile
APCL18_584_L4080	L4080	Amphiprion clarkii	not applicable	tail fin	female	2018-03-29	adult
APCL18_585_L4081	L4081	Amphiprion clarkii	not applicable	tail fin	male	2018-03-29	adult
APCL18_586_L4082	L4082	Amphiprion clarkii	not applicable	tail fin	male	2018-03-29	adult
APCL18_588_L4084	L4084	Amphiprion clarkii	not applicable	tail fin	male	2018-03-29	adult
APCL18_589_L4085	L4085	Amphiprion clarkii	not applicable	tail fin	male	2018-03-29	adult
APCL18_590_L4086	L4086	Amphiprion clarkii	not applicable	tail fin	male	2018-03-29	adult
APCL18_593_L4087	L4087	Amphiprion clarkii	not applicable	tail fin	male	2018-03-29	adult
APCL18_594_L4088	L4088	Amphiprion clarkii	not applicable	tail fin	female	2018-03-30	adult
APCL18_595_L4089	L4089	Amphiprion clarkii	not applicable	tail fin	male	2018-03-30	adult
APCL18_597_L4090	L4090	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-03-30	juvenile
APCL18_598_L4091	L4091	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-03-30	juvenile
APCL18_599_L4092	L4092	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-03-30	juvenile
APCL18_600_L4093	L4093	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-03-30	juvenile
APCL18_601_L4094	L4094	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-03-30	juvenile
APCL18_602_L4095	L4095	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-03-30	juvenile
APCL18_603_L4096	L4096	Amphiprion clarkii	not applicable	tail fin	female	2018-03-30	adult
APCL18_604_L4097	L4097	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-03-30	juvenile
APCL18_605_L4098	L4098	Amphiprion clarkii	not applicable	tail fin	female	2018-03-30	adult
APCL18_609_L4101	L4101	Amphiprion clarkii	not applicable	tail fin	male	2018-03-30	adult
APCL18_610_L4102	L4102	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-03-30	juvenile
APCL18_611_L4103	L4103	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-03-30	juvenile
APCL18_613_L4104	L4104	Amphiprion clarkii	not applicable	tail fin	female	2018-03-30	adult
APCL18_614_L4105	L4105	Amphiprion clarkii	not applicable	tail fin	male	2018-03-30	adult
APCL18_615_L4106	L4106	Amphiprion clarkii	not applicable	tail fin	female	2018-03-30	adult
APCL18_616_L4107	L4107	Amphiprion clarkii	not applicable	tail fin	male	2018-03-30	adult
APCL18_617_L4108	L4108	Amphiprion clarkii	not applicable	tail fin	female	2018-03-30	adult
APCL18_618_L4109	L4109	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-03-31	juvenile
APCL18_619_L4110	L4110	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-03-31	juvenile
APCL18_620_L4111	L4111	Amphiprion clarkii	not applicable	tail fin	female	2018-03-31	adult
APCL18_622_L4112	L4112	Amphiprion clarkii	not applicable	tail fin	female	2018-03-31	adult
APCL18_623_L4113	L4113	Amphiprion clarkii	not applicable	tail fin	male	2018-03-31	adult
APCL18_624_L4114	L4114	Amphiprion clarkii	not applicable	tail fin	male	2018-03-31	adult
APCL18_625_L4115	L4115	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-03-31	juvenile
APCL18_632_L4116	L4116	Amphiprion clarkii	not applicable	tail fin	not applicable	2018-04-01	juvenile
APCL18_633_L4117	L4117	Amphiprion clarkii	not applicable	tail fin	male	2018-04-01	adult
APCL18_634_L4118	L4118	Amphiprion clarkii	not applicable	tail fin	male	2018-04-01	adult
APCL18_635_L4119	L4119	Amphiprion clarkii	not applicable	tail fin	female	2018-04-01	adult
APCL17_168_L4409	L4409	Amphiprion clarkii	not applicable	tail fin	male	2017-05-21	adult
APCL17_173_L4410	L4410	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-21	juvenile
APCL17_174_L4411	L4411	Amphiprion clarkii	not applicable	tail fin	male	2017-05-21	adult
APCL17_175_L4412	L4412	Amphiprion clarkii	not applicable	tail fin	female	2017-05-22	adult
APCL17_177_L4413	L4413	Amphiprion clarkii	not applicable	tail fin	male	2017-05-22	adult
APCL17_178_L4414	L4414	Amphiprion clarkii	not applicable	tail fin	male	2017-05-22	adult
APCL17_179_L4415	L4415	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-22	juvenile
APCL17_180_L4416	L4416	Amphiprion clarkii	not applicable	tail fin	male	2017-05-22	adult
APCL17_182_L4417	L4417	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-22	juvenile
APCL17_183_L4418	L4418	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-22	juvenile
APCL17_184_L4419	L4419	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-22	juvenile
APCL17_185_L4420	L4420	Amphiprion clarkii	not applicable	tail fin	male	2017-05-22	adult
APCL17_186_L4421	L4421	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-22	juvenile
APCL17_187_L4422	L4422	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-22	juvenile
APCL17_188_L4423	L4423	Amphiprion clarkii	not applicable	tail fin	male	2017-05-22	adult
APCL17_189_L4424	L4424	Amphiprion clarkii	not applicable	tail fin	female	2017-05-22	adult
APCL17_190_L4425	L4425	Amphiprion clarkii	not applicable	tail fin	male	2017-05-22	adult
APCL17_191_L4426	L4426	Amphiprion clarkii	not applicable	tail fin	male	2017-05-22	adult
APCL17_193_L4427	L4427	Amphiprion clarkii	not applicable	tail fin	male	2017-05-22	adult
APCL17_195_L4428	L4428	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-22	juvenile
APCL17_196_L4429	L4429	Amphiprion clarkii	not applicable	tail fin	male	2017-05-22	adult
APCL17_197_L4430	L4430	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-23	juvenile
APCL17_198_L4431	L4431	Amphiprion clarkii	not applicable	tail fin	male	2017-05-23	adult
APCL17_202_L4432	L4432	Amphiprion clarkii	not applicable	tail fin	male	2017-05-23	adult
APCL17_203_L4433	L4433	Amphiprion clarkii	not applicable	tail fin	female	2017-05-23	adult
APCL17_204_L4434	L4434	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-23	juvenile
APCL16_085_L4435	L4435	Amphiprion clarkii	not applicable	tail fin	male	2016-05-14	adult
APCL17_206_L4436	L4436	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-23	juvenile
APCL17_207_L4437	L4437	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-23	juvenile
APCL17_208_L4438	L4438	Amphiprion clarkii	not applicable	tail fin	female	2017-05-23	adult
APCL17_209_L4439	L4439	Amphiprion clarkii	not applicable	tail fin	female	2017-05-23	adult
APCL17_210_L4440	L4440	Amphiprion clarkii	not applicable	tail fin	male	2017-05-25	adult
APCL17_212_L4441	L4441	Amphiprion clarkii	not applicable	tail fin	female	2017-05-25	adult
APCL17_217_L4442	L4442	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-25	juvenile
APCL17_218_L4443	L4443	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-25	juvenile
APCL17_220_L4444	L4444	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-25	juvenile
APCL17_221_L4445	L4445	Amphiprion clarkii	not applicable	tail fin	male	2017-05-25	adult
APCL17_222_L4446	L4446	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-25	juvenile
APCL17_223_L4447	L4447	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-25	juvenile
APCL17_224_L4448	L4448	Amphiprion clarkii	not applicable	tail fin	female	2017-05-25	adult
APCL17_225_L4449	L4449	Amphiprion clarkii	not applicable	tail fin	male	2017-05-25	adult
APCL17_226_L4450	L4450	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-25	juvenile
APCL17_228_L4451	L4451	Amphiprion clarkii	not applicable	tail fin	male	2017-05-25	adult
APCL17_229_L4452	L4452	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-25	juvenile
APCL17_230_L4453	L4453	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-25	juvenile
APCL17_231_L4454	L4454	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-25	juvenile
APCL17_232_L4455	L4455	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-25	juvenile
APCL17_233_L4457	L4457	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-25	juvenile
APCL17_234_L4458	L4458	Amphiprion clarkii	not applicable	tail fin	male	2017-05-25	adult
APCL17_236_L4459	L4459	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-27	juvenile
APCL17_237_L4460	L4460	Amphiprion clarkii	not applicable	tail fin	male	2017-05-27	adult
APCL17_239_L4461	L4461	Amphiprion clarkii	not applicable	tail fin	female	2017-05-27	adult
APCL17_240_L4462	L4462	Amphiprion clarkii	not applicable	tail fin	male	2017-05-27	adult
APCL17_241_L4463	L4463	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-27	juvenile
APCL17_242_L4464	L4464	Amphiprion clarkii	not applicable	tail fin	male	2017-05-27	adult
APCL17_243_L4465	L4465	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-27	juvenile
APCL17_244_L4466	L4466	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-27	juvenile
APCL17_245_L4467	L4467	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-27	juvenile
APCL17_247_L4468	L4468	Amphiprion clarkii	not applicable	tail fin	female	2017-05-27	adult
APCL17_248_L4469	L4469	Amphiprion clarkii	not applicable	tail fin	male	2017-05-27	adult
APCL17_249_L4470	L4470	Amphiprion clarkii	not applicable	tail fin	female	2017-05-27	adult
APCL17_250_L4471	L4471	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-27	juvenile
APCL17_251_L4472	L4472	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-27	juvenile
APCL17_252_L4473	L4473	Amphiprion clarkii	not applicable	tail fin	male	2017-05-27	adult
APCL17_257_L4474	L4474	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-28	juvenile
APCL17_258_L4475	L4475	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-28	juvenile
APCL17_259_L4476	L4476	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-28	juvenile
APCL17_260_L4477	L4477	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-28	juvenile
APCL17_261_L4478	L4478	Amphiprion clarkii	not applicable	tail fin	male	2017-05-28	adult
APCL17_262_L4479	L4479	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-28	juvenile
APCL17_263_L4480	L4480	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-28	juvenile
APCL17_265_L4481	L4481	Amphiprion clarkii	not applicable	tail fin	female	2017-05-28	adult
APCL17_266_L4482	L4482	Amphiprion clarkii	not applicable	tail fin	male	2017-05-28	adult
APCL13_145_L4888	L4888	Amphiprion clarkii	not applicable	tail fin	female	2013-05-26	adult
APCL17_408_L4889	L4889	Amphiprion clarkii	not applicable	tail fin	female	2017-06-04	adult
APCL17_409_L4890	L4890	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-04	juvenile
APCL17_411_L4891	L4891	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-04	juvenile
APCL17_412_L4892	L4892	Amphiprion clarkii	not applicable	tail fin	male	2017-06-04	adult
APCL17_413_L4893	L4893	Amphiprion clarkii	not applicable	tail fin	female	2017-06-04	adult
APCL17_414_L4894	L4894	Amphiprion clarkii	not applicable	tail fin	female	2017-06-04	adult
APCL17_415_L4895	L4895	Amphiprion clarkii	not applicable	tail fin	male	2017-06-04	adult
APCL17_416_L4896	L4896	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-04	juvenile
APCL17_418_L4897	L4897	Amphiprion clarkii	not applicable	tail fin	male	2017-06-04	adult
APCL17_419_L4898	L4898	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-04	juvenile
APCL17_420_L4899	L4899	Amphiprion clarkii	not applicable	tail fin	female	2017-06-04	adult
APCL17_422_L4901	L4901	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-04	juvenile
APCL17_423_L4902	L4902	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-04	juvenile
APCL17_425_L4904	L4904	Amphiprion clarkii	not applicable	tail fin	male	2017-06-04	adult
APCL17_426_L4905	L4905	Amphiprion clarkii	not applicable	tail fin	male	2017-06-04	adult
APCL17_427_L4906	L4906	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-04	juvenile
APCL17_428_L4907	L4907	Amphiprion clarkii	not applicable	tail fin	female	2017-06-04	adult
APCL17_429_L4908	L4908	Amphiprion clarkii	not applicable	tail fin	male	2017-06-04	adult
APCL17_431_L4910	L4910	Amphiprion clarkii	not applicable	tail fin	female	2017-06-04	adult
APCL17_432_L4911	L4911	Amphiprion clarkii	not applicable	tail fin	male	2017-06-04	adult
APCL17_433_L4912	L4912	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-04	juvenile
APCL17_435_L4913	L4913	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-04	juvenile
APCL17_436_L4914	L4914	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-04	juvenile
APCL17_437_L4915	L4915	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-04	juvenile
APCL17_438_L4916	L4916	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-04	juvenile
APCL17_440_L4918	L4918	Amphiprion clarkii	not applicable	tail fin	male	2017-06-04	adult
APCL17_441_L4919	L4919	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-04	juvenile
APCL17_443_L4920	L4920	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-04	juvenile
APCL17_444_L4921	L4921	Amphiprion clarkii	not applicable	tail fin	male	2017-06-04	adult
APCL17_445_L4922	L4922	Amphiprion clarkii	not applicable	tail fin	male	2017-06-05	adult
APCL17_446_L4923	L4923	Amphiprion clarkii	not applicable	tail fin	female	2017-06-05	adult
APCL17_447_L4924	L4924	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-05	juvenile
APCL17_448_L4925	L4925	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-05	juvenile
APCL17_449_L4926	L4926	Amphiprion clarkii	not applicable	tail fin	male	2017-06-05	adult
APCL17_454_L4927	L4927	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-05	juvenile
APCL17_455_L4928	L4928	Amphiprion clarkii	not applicable	tail fin	male	2017-06-05	adult
APCL17_456_L4929	L4929	Amphiprion clarkii	not applicable	tail fin	female	2017-06-05	adult
APCL17_457_L4930	L4930	Amphiprion clarkii	not applicable	tail fin	male	2017-06-05	adult
APCL17_459_L4931	L4931	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-05	juvenile
APCL17_460_L4932	L4932	Amphiprion clarkii	not applicable	tail fin	female	2017-06-05	adult
APCL17_461_L4933	L4933	Amphiprion clarkii	not applicable	tail fin	male	2017-06-05	adult
APCL17_462_L4934	L4934	Amphiprion clarkii	not applicable	tail fin	female	2017-06-05	adult
APCL17_463_L4935	L4935	Amphiprion clarkii	not applicable	tail fin	male	2017-06-05	adult
APCL12_272_L4936	L4936	Amphiprion clarkii	not applicable	tail fin	female	2012-05-14	adult
APCL17_465_L4937	L4937	Amphiprion clarkii	not applicable	tail fin	male	2017-06-05	adult
APCL17_469_L4938	L4938	Amphiprion clarkii	not applicable	tail fin	female	2017-06-05	adult
