sample_name	ligation_id	organism	isolate	tissue	sex	collection_date	dev_stage
APCL17_470_L4939	L4939	Amphiprion clarkii	not applicable	tail fin	male	2017-06-05	adult
APCL17_472_L4940	L4940	Amphiprion clarkii	not applicable	tail fin	female	2017-06-05	adult
APCL17_474_L4942	L4942	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-05	juvenile
APCL17_477_L4943	L4943	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-05	juvenile
APCL17_478_L4944	L4944	Amphiprion clarkii	not applicable	tail fin	female	2017-06-05	adult
APCL17_479_L4945	L4945	Amphiprion clarkii	not applicable	tail fin	male	2017-06-05	adult
APCL17_480_L4946	L4946	Amphiprion clarkii	not applicable	tail fin	male	2017-06-05	adult
APCL17_481_L4947	L4947	Amphiprion clarkii	not applicable	tail fin	female	2017-06-05	adult
APCL17_482_L4948	L4948	Amphiprion clarkii	not applicable	tail fin	male	2017-06-05	adult
APCL17_484_L4949	L4949	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-05	juvenile
APCL17_486_L4950	L4950	Amphiprion clarkii	not applicable	tail fin	male	2017-06-05	adult
APCL17_487_L4951	L4951	Amphiprion clarkii	not applicable	tail fin	female	2017-06-05	adult
APCL17_488_L4952	L4952	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-06-05	juvenile
APCL17_490_L4953	L4953	Amphiprion clarkii	not applicable	tail fin	female	2017-06-05	adult
APCL17_491_L4954	L4954	Amphiprion clarkii	not applicable	tail fin	male	2017-06-05	adult
APCL17_492_L4955	L4955	Amphiprion clarkii	not applicable	tail fin	female	2017-06-05	adult
APCL17_493_L4956	L4956	Amphiprion clarkii	not applicable	tail fin	female	2017-06-06	adult
APCL17_494_L4957	L4957	Amphiprion clarkii	not applicable	tail fin	male	2017-06-06	adult
APCL17_495_L4958	L4958	Amphiprion clarkii	not applicable	tail fin	male	2017-06-06	adult
APCL17_496_L4959	L4959	Amphiprion clarkii	not applicable	tail fin	female	2017-06-06	adult
APCL17_497_L4960	L4960	Amphiprion clarkii	not applicable	tail fin	female	2017-06-06	adult
APCL17_499_L4961	L4961	Amphiprion clarkii	not applicable	tail fin	female	2017-06-06	adult
APCL16_189_L4962	L4962	Amphiprion clarkii	not applicable	tail fin	male	2016-05-18	adult
APCL16_190_L4963	L4963	Amphiprion clarkii	not applicable	tail fin	female	2016-05-18	adult
APCL16_191_L4964	L4964	Amphiprion clarkii	not applicable	tail fin	female	2016-05-18	adult
APCL16_192_L4965	L4965	Amphiprion clarkii	not applicable	tail fin	male	2016-05-18	adult
APCL16_193_L4966	L4966	Amphiprion clarkii	not applicable	tail fin	male	2016-05-19	adult
APCL16_194_L4967	L4967	Amphiprion clarkii	not applicable	tail fin	female	2016-05-19	adult
APCL16_196_L4968	L4968	Amphiprion clarkii	not applicable	tail fin	male	2016-05-19	adult
APCL16_197_L4969	L4969	Amphiprion clarkii	not applicable	tail fin	male	2016-05-19	adult
APCL16_198_L4970	L4970	Amphiprion clarkii	not applicable	tail fin	female	2016-05-19	adult
APCL16_199_L4971	L4971	Amphiprion clarkii	not applicable	tail fin	male	2016-05-19	adult
APCL16_200_L4972	L4972	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-19	juvenile
APCL16_201_L4973	L4973	Amphiprion clarkii	not applicable	tail fin	male	2016-05-19	adult
APCL16_202_L4974	L4974	Amphiprion clarkii	not applicable	tail fin	female	2016-05-19	adult
APCL16_203_L4975	L4975	Amphiprion clarkii	not applicable	tail fin	male	2016-05-19	adult
APCL16_205_L4977	L4977	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-19	juvenile
APCL16_207_L4978	L4978	Amphiprion clarkii	not applicable	tail fin	female	2016-05-19	adult
APCL16_208_L4979	L4979	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-19	juvenile
APCL16_210_L4981	L4981	Amphiprion clarkii	not applicable	tail fin	male	2016-05-19	adult
APCL16_211_L4982	L4982	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-19	juvenile
APCL16_212_L4983	L4983	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-19	juvenile
APCL15_373608_L4984	L4984	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-05-29	juvenile
APCL16_213_L4985	L4985	Amphiprion clarkii	not applicable	tail fin	male	2016-05-19	adult
APCL16_217_L4986	L4986	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-21	juvenile
APCL16_218_L4987	L4987	Amphiprion clarkii	not applicable	tail fin	male	2016-05-21	adult
APCL16_219_L4988	L4988	Amphiprion clarkii	not applicable	tail fin	male	2016-05-21	adult
APCL16_220_L4989	L4989	Amphiprion clarkii	not applicable	tail fin	female	2016-05-21	adult
APCL16_221_L4990	L4990	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-21	juvenile
APCL16_222_L4991	L4991	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-21	juvenile
APCL16_223_L4992	L4992	Amphiprion clarkii	not applicable	tail fin	male	2016-05-21	adult
APCL16_225_L4994	L4994	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-21	juvenile
APCL16_226_L4995	L4995	Amphiprion clarkii	not applicable	tail fin	female	2016-05-21	adult
APCL16_227_L4996	L4996	Amphiprion clarkii	not applicable	tail fin	male	2016-05-21	adult
APCL16_228_L4997	L4997	Amphiprion clarkii	not applicable	tail fin	female	2016-05-21	adult
APCL16_230_L4999	L4999	Amphiprion clarkii	not applicable	tail fin	male	2016-05-21	adult
APCL16_233_L5000	L5000	Amphiprion clarkii	not applicable	tail fin	female	2016-05-21	adult
APCL16_234_L5001	L5001	Amphiprion clarkii	not applicable	tail fin	male	2016-05-21	adult
APCL16_235_L5002	L5002	Amphiprion clarkii	not applicable	tail fin	female	2016-05-21	adult
APCL16_236_L5003	L5003	Amphiprion clarkii	not applicable	tail fin	male	2016-05-21	adult
APCL16_237_L5004	L5004	Amphiprion clarkii	not applicable	tail fin	male	2016-05-21	adult
APCL16_238_L5005	L5005	Amphiprion clarkii	not applicable	tail fin	female	2016-05-21	adult
APCL16_239_L5006	L5006	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-21	juvenile
APCL16_240_L5007	L5007	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-21	juvenile
APCL16_241_L5008	L5008	Amphiprion clarkii	not applicable	tail fin	male	2016-05-21	adult
APCL16_244_L5009	L5009	Amphiprion clarkii	not applicable	tail fin	female	2016-05-21	adult
APCL16_245_L5010	L5010	Amphiprion clarkii	not applicable	tail fin	male	2016-05-21	adult
APCL16_246_L5011	L5011	Amphiprion clarkii	not applicable	tail fin	male	2016-05-21	adult
APCL16_247_L5012	L5012	Amphiprion clarkii	not applicable	tail fin	male	2016-05-21	adult
APCL16_248_L5013	L5013	Amphiprion clarkii	not applicable	tail fin	male	2016-05-21	adult
APCL16_249_L5014	L5014	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-21	juvenile
APCL16_250_L5015	L5015	Amphiprion clarkii	not applicable	tail fin	male	2016-05-21	adult
APCL16_251_L5016	L5016	Amphiprion clarkii	not applicable	tail fin	female	2016-05-21	adult
APCL16_252_L5017	L5017	Amphiprion clarkii	not applicable	tail fin	male	2016-05-21	adult
APCL16_253_L5018	L5018	Amphiprion clarkii	not applicable	tail fin	male	2016-05-21	adult
APCL16_254_L5019	L5019	Amphiprion clarkii	not applicable	tail fin	male	2016-05-21	adult
APCL16_255_L5020	L5020	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-21	juvenile
APCL16_256_L5021	L5021	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-21	juvenile
APCL16_257_L5022	L5022	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-21	juvenile
APCL16_258_L5023	L5023	Amphiprion clarkii	not applicable	tail fin	female	2016-05-21	adult
APCL16_259_L5024	L5024	Amphiprion clarkii	not applicable	tail fin	male	2016-05-21	adult
APCL16_260_L5025	L5025	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-21	juvenile
APCL16_261_L5026	L5026	Amphiprion clarkii	not applicable	tail fin	female	2016-05-21	adult
APCL16_262_L5027	L5027	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-21	juvenile
APCL16_264_L5028	L5028	Amphiprion clarkii	not applicable	tail fin	male	2016-05-25	adult
APCL16_265_L5029	L5029	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-25	juvenile
APCL16_266_L5030	L5030	Amphiprion clarkii	not applicable	tail fin	female	2016-05-25	adult
APCL16_267_L5031	L5031	Amphiprion clarkii	not applicable	tail fin	male	2016-05-25	adult
APCL15_131_L5032	L5032	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-11	juvenile
APCL16_268_L5033	L5033	Amphiprion clarkii	not applicable	tail fin	female	2016-05-25	adult
APCL16_269_L5034	L5034	Amphiprion clarkii	not applicable	tail fin	male	2016-05-25	adult
APCL16_270_L5035	L5035	Amphiprion clarkii	not applicable	tail fin	female	2016-05-25	adult
APCL16_272_L5036	L5036	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-25	juvenile
APCL16_273_L5037	L5037	Amphiprion clarkii	not applicable	tail fin	male	2016-05-25	adult
APCL16_274_L5038	L5038	Amphiprion clarkii	not applicable	tail fin	male	2016-05-25	adult
APCL16_275_L5039	L5039	Amphiprion clarkii	not applicable	tail fin	female	2016-05-25	adult
APCL16_276_L5040	L5040	Amphiprion clarkii	not applicable	tail fin	female	2016-05-25	adult
APCL16_277_L5041	L5041	Amphiprion clarkii	not applicable	tail fin	female	2016-05-25	adult
APCL16_278_L5042	L5042	Amphiprion clarkii	not applicable	tail fin	male	2016-05-26	adult
APCL16_279_L5043	L5043	Amphiprion clarkii	not applicable	tail fin	female	2016-05-26	adult
APCL16_280_L5044	L5044	Amphiprion clarkii	not applicable	tail fin	male	2016-05-26	adult
APCL16_281_L5045	L5045	Amphiprion clarkii	not applicable	tail fin	male	2016-05-26	adult
APCL16_283_L5047	L5047	Amphiprion clarkii	not applicable	tail fin	male	2016-05-26	adult
APCL16_284_L5048	L5048	Amphiprion clarkii	not applicable	tail fin	female	2016-05-26	adult
APCL16_285_L5049	L5049	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-26	juvenile
APCL16_286_L5050	L5050	Amphiprion clarkii	not applicable	tail fin	female	2016-05-26	adult
APCL16_287_L5051	L5051	Amphiprion clarkii	not applicable	tail fin	male	2016-05-26	adult
APCL16_290_L5052	L5052	Amphiprion clarkii	not applicable	tail fin	female	2016-05-27	adult
APCL16_291_L5053	L5053	Amphiprion clarkii	not applicable	tail fin	male	2016-05-27	adult
APCL16_292_L5054	L5054	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-27	juvenile
APCL16_293_L5055	L5055	Amphiprion clarkii	not applicable	tail fin	female	2016-05-27	adult
APCL16_294_L5056	L5056	Amphiprion clarkii	not applicable	tail fin	male	2016-05-27	adult
APCL16_295_L5057	L5057	Amphiprion clarkii	not applicable	tail fin	female	2016-05-27	adult
APCL16_296_L5058	L5058	Amphiprion clarkii	not applicable	tail fin	male	2016-05-27	adult
APCL16_297_L5059	L5059	Amphiprion clarkii	not applicable	tail fin	female	2016-05-27	adult
APCL16_298_L5060	L5060	Amphiprion clarkii	not applicable	tail fin	male	2016-05-27	adult
APCL16_299_L5061	L5061	Amphiprion clarkii	not applicable	tail fin	male	2016-05-27	adult
APCL16_301_L5062	L5062	Amphiprion clarkii	not applicable	tail fin	female	2016-05-28	adult
APCL16_302_L5063	L5063	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-28	juvenile
APCL16_303_L5064	L5064	Amphiprion clarkii	not applicable	tail fin	male	2016-05-28	adult
APCL16_306_L5065	L5065	Amphiprion clarkii	not applicable	tail fin	female	2016-05-28	adult
APCL16_307_L5066	L5066	Amphiprion clarkii	not applicable	tail fin	male	2016-05-28	adult
APCL16_308_L5067	L5067	Amphiprion clarkii	not applicable	tail fin	male	2016-05-28	adult
APCL16_309_L5068	L5068	Amphiprion clarkii	not applicable	tail fin	female	2016-05-28	adult
APCL16_311_L5069	L5069	Amphiprion clarkii	not applicable	tail fin	male	2016-05-28	adult
APCL16_312_L5070	L5070	Amphiprion clarkii	not applicable	tail fin	female	2016-05-28	adult
APCL16_313_L5071	L5071	Amphiprion clarkii	not applicable	tail fin	female	2016-05-28	adult
APCL16_314_L5072	L5072	Amphiprion clarkii	not applicable	tail fin	male	2016-05-28	adult
APCL16_315_L5073	L5073	Amphiprion clarkii	not applicable	tail fin	female	2016-05-28	adult
APCL16_318_L5074	L5074	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-29	juvenile
APCL16_324_L5075	L5075	Amphiprion clarkii	not applicable	tail fin	female	2016-05-29	adult
APCL16_325_L5076	L5076	Amphiprion clarkii	not applicable	tail fin	male	2016-05-29	adult
APCL16_326_L5077	L5077	Amphiprion clarkii	not applicable	tail fin	female	2016-05-29	adult
APCL16_327_L5078	L5078	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-29	juvenile
APCL16_328_L5079	L5079	Amphiprion clarkii	not applicable	tail fin	male	2016-05-29	adult
APCL15_371140_L5080	L5080	Amphiprion clarkii	not applicable	tail fin	male	2015-06-07	adult
APCL16_332_L5081	L5081	Amphiprion clarkii	not applicable	tail fin	female	2016-05-29	adult
APCL16_333_L5082	L5082	Amphiprion clarkii	not applicable	tail fin	male	2016-05-29	adult
APCL16_335_L5083	L5083	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-29	juvenile
APCL16_336_L5084	L5084	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-29	juvenile
APCL16_338_L5085	L5085	Amphiprion clarkii	not applicable	tail fin	male	2016-05-29	adult
APCL16_342_L5088	L5088	Amphiprion clarkii	not applicable	tail fin	female	2016-05-29	adult
APCL16_343_L5089	L5089	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-29	juvenile
APCL16_344_L5090	L5090	Amphiprion clarkii	not applicable	tail fin	female	2016-05-29	adult
APCL16_345_L5091	L5091	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-29	juvenile
APCL16_347_L5092	L5092	Amphiprion clarkii	not applicable	tail fin	female	2016-05-29	adult
APCL16_348_L5093	L5093	Amphiprion clarkii	not applicable	tail fin	male	2016-05-29	adult
APCL16_350_L5094	L5094	Amphiprion clarkii	not applicable	tail fin	male	2016-05-30	adult
APCL16_351_L5095	L5095	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-30	juvenile
APCL16_352_L5096	L5096	Amphiprion clarkii	not applicable	tail fin	male	2016-05-30	adult
APCL16_353_L5097	L5097	Amphiprion clarkii	not applicable	tail fin	male	2016-05-30	adult
APCL16_354_L5098	L5098	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-30	juvenile
APCL16_355_L5099	L5099	Amphiprion clarkii	not applicable	tail fin	male	2016-05-30	adult
APCL16_356_L5100	L5100	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-30	juvenile
APCL16_357_L5101	L5101	Amphiprion clarkii	not applicable	tail fin	female	2016-05-30	adult
APCL16_358_L5102	L5102	Amphiprion clarkii	not applicable	tail fin	female	2016-05-30	adult
APCL16_359_L5103	L5103	Amphiprion clarkii	not applicable	tail fin	male	2016-05-30	adult
APCL16_360_L5104	L5104	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-30	juvenile
APCL16_361_L5105	L5105	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-30	juvenile
APCL16_362_L5106	L5106	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-30	juvenile
APCL16_363_L5107	L5107	Amphiprion clarkii	not applicable	tail fin	female	2016-05-30	adult
APCL16_364_L5108	L5108	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-30	juvenile
APCL16_367_L5111	L5111	Amphiprion clarkii	not applicable	tail fin	male	2016-05-30	adult
APCL16_368_L5112	L5112	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-30	juvenile
APCL16_371_L5114	L5114	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-30	juvenile
APCL16_372_L5115	L5115	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-30	juvenile
APCL16_373_L5116	L5116	Amphiprion clarkii	not applicable	tail fin	female	2016-05-30	adult
APCL16_375_L5117	L5117	Amphiprion clarkii	not applicable	tail fin	female	2016-05-30	adult
APCL16_376_L5118	L5118	Amphiprion clarkii	not applicable	tail fin	male	2016-05-30	adult
APCL16_378_L5119	L5119	Amphiprion clarkii	not applicable	tail fin	female	2016-05-31	adult
APCL16_044_L5120	L5120	Amphiprion clarkii	not applicable	tail fin	female	2016-05-13	adult
APCL16_383_L5121	L5121	Amphiprion clarkii	not applicable	tail fin	male	2016-05-31	adult
APCL16_388_L5122	L5122	Amphiprion clarkii	not applicable	tail fin	male	2016-05-31	adult
APCL16_389_L5123	L5123	Amphiprion clarkii	not applicable	tail fin	male	2016-05-31	adult
APCL16_390_L5124	L5124	Amphiprion clarkii	not applicable	tail fin	male	2016-05-31	adult
APCL16_391_L5125	L5125	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-31	juvenile
APCL16_392_L5126	L5126	Amphiprion clarkii	not applicable	tail fin	female	2016-05-31	adult
APCL16_393_L5127	L5127	Amphiprion clarkii	not applicable	tail fin	female	2016-05-31	adult
APCL14_279_L5128	L5128	Amphiprion clarkii	not applicable	tail fin	male	2014-06-22	adult
APCL16_041_L5129	L5129	Amphiprion clarkii	not applicable	tail fin	male	2016-05-13	adult
APCL16_395_L5130	L5130	Amphiprion clarkii	not applicable	tail fin	male	2016-05-31	adult
APCL16_396_L5131	L5131	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-31	juvenile
APCL16_088_L5132	L5132	Amphiprion clarkii	not applicable	tail fin	male	2016-05-14	adult
APCL16_399_L5133	L5133	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-31	juvenile
APCL16_401_L5134	L5134	Amphiprion clarkii	not applicable	tail fin	female	2016-05-31	adult
APCL16_404_L5136	L5136	Amphiprion clarkii	not applicable	tail fin	male	2016-05-31	adult
APCL16_405_L5137	L5137	Amphiprion clarkii	not applicable	tail fin	male	2016-05-31	adult
APCL16_406_L5138	L5138	Amphiprion clarkii	not applicable	tail fin	female	2016-05-31	adult
APCL16_407_L5139	L5139	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-31	juvenile
APCL16_409_L5140	L5140	Amphiprion clarkii	not applicable	tail fin	male	2016-05-31	adult
APCL16_410_L5141	L5141	Amphiprion clarkii	not applicable	tail fin	male	2016-05-31	adult
APCL16_411_L5142	L5142	Amphiprion clarkii	not applicable	tail fin	female	2016-05-31	adult
APCL16_412_L5143	L5143	Amphiprion clarkii	not applicable	tail fin	male	2016-05-31	adult
APCL16_413_L5144	L5144	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-31	juvenile
APCL16_414_L5145	L5145	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-31	juvenile
APCL16_416_L5146	L5146	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-31	juvenile
APCL16_418_L5147	L5147	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-31	juvenile
APCL16_419_L5148	L5148	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-31	juvenile
APCL16_420_L5149	L5149	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-31	juvenile
APCL16_421_L5150	L5150	Amphiprion clarkii	not applicable	tail fin	male	2016-05-31	adult
APCL16_423_L5151	L5151	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-31	juvenile
APCL16_424_L5152	L5152	Amphiprion clarkii	not applicable	tail fin	male	2016-05-31	adult
APCL16_425_L5153	L5153	Amphiprion clarkii	not applicable	tail fin	male	2016-05-31	adult
APCL16_427_L5154	L5154	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-31	juvenile
APCL16_429_L5156	L5156	Amphiprion clarkii	not applicable	tail fin	male	2016-05-31	adult
APCL16_430_L5157	L5157	Amphiprion clarkii	not applicable	tail fin	female	2016-05-31	adult
APCL16_431_L5158	L5158	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-31	juvenile
APCL16_432_L5159	L5159	Amphiprion clarkii	not applicable	tail fin	female	2016-05-31	adult
APCL16_433_L5160	L5160	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-31	juvenile
APCL16_434_L5161	L5161	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-31	juvenile
APCL16_435_L5162	L5162	Amphiprion clarkii	not applicable	tail fin	female	2016-05-31	adult
APCL16_436_L5163	L5163	Amphiprion clarkii	not applicable	tail fin	male	2016-05-31	adult
APCL16_437_L5164	L5164	Amphiprion clarkii	not applicable	tail fin	male	2016-05-31	adult
APCL16_438_L5165	L5165	Amphiprion clarkii	not applicable	tail fin	male	2016-06-02	adult
APCL16_439_L5166	L5166	Amphiprion clarkii	not applicable	tail fin	female	2016-06-02	adult
APCL16_441_L5167	L5167	Amphiprion clarkii	not applicable	tail fin	male	2016-06-02	adult
APCL16_442_L5168	L5168	Amphiprion clarkii	not applicable	tail fin	male	2016-06-02	adult
APCL16_038_L5169	L5169	Amphiprion clarkii	not applicable	tail fin	male	2016-05-13	adult
APCL16_444_L5170	L5170	Amphiprion clarkii	not applicable	tail fin	female	2016-06-02	adult
APCL16_445_L5171	L5171	Amphiprion clarkii	not applicable	tail fin	male	2016-06-02	adult
APCL16_446_L5172	L5172	Amphiprion clarkii	not applicable	tail fin	female	2016-06-02	adult
APCL16_447_L5173	L5173	Amphiprion clarkii	not applicable	tail fin	male	2016-06-02	adult
APCL16_448_L5174	L5174	Amphiprion clarkii	not applicable	tail fin	female	2016-06-02	adult
APCL16_449_L5175	L5175	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-02	juvenile
APCL12_205_L5176	L5176	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-11	juvenile
APCL16_091_L5177	L5177	Amphiprion clarkii	not applicable	tail fin	male	2016-05-14	adult
APCL14_393_L5178	L5178	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-23	juvenile
APCL16_452_L5179	L5179	Amphiprion clarkii	not applicable	tail fin	male	2016-06-02	adult
APCL16_094_L5180	L5180	Amphiprion clarkii	not applicable	tail fin	female	2016-05-14	adult
APCL16_457_L5181	L5181	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-02	juvenile
APCL16_459_L5182	L5182	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-02	juvenile
APCL16_460_L5183	L5183	Amphiprion clarkii	not applicable	tail fin	male	2016-06-02	adult
APCL16_461_L5184	L5184	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-02	juvenile
APCL16_462_L5185	L5185	Amphiprion clarkii	not applicable	tail fin	male	2016-06-02	adult
APCL16_464_L5187	L5187	Amphiprion clarkii	not applicable	tail fin	male	2016-06-02	adult
APCL16_465_L5188	L5188	Amphiprion clarkii	not applicable	tail fin	female	2016-06-02	adult
APCL16_466_L5189	L5189	Amphiprion clarkii	not applicable	tail fin	male	2016-06-02	adult
APCL16_468_L5190	L5190	Amphiprion clarkii	not applicable	tail fin	male	2016-06-02	adult
APCL16_469_L5191	L5191	Amphiprion clarkii	not applicable	tail fin	female	2016-06-02	adult
APCL16_470_L5192	L5192	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-02	juvenile
APCL16_471_L5193	L5193	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-02	juvenile
APCL16_472_L5194	L5194	Amphiprion clarkii	not applicable	tail fin	male	2016-06-02	adult
APCL16_473_L5195	L5195	Amphiprion clarkii	not applicable	tail fin	female	2016-06-02	adult
APCL16_476_L5197	L5197	Amphiprion clarkii	not applicable	tail fin	male	2016-06-02	adult
APCL16_477_L5198	L5198	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-02	juvenile
APCL16_479_L5199	L5199	Amphiprion clarkii	not applicable	tail fin	male	2016-06-04	adult
APCL16_043_L5200	L5200	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-13	juvenile
APCL16_072_L5201	L5201	Amphiprion clarkii	not applicable	tail fin	male	2016-05-13	adult
APCL16_040_L5202	L5202	Amphiprion clarkii	not applicable	tail fin	male	2016-05-13	adult
APCL16_089_L5203	L5203	Amphiprion clarkii	not applicable	tail fin	male	2016-05-14	adult
APCL16_486_L5204	L5204	Amphiprion clarkii	not applicable	tail fin	male	2016-06-03	adult
APCL16_487_L5205	L5205	Amphiprion clarkii	not applicable	tail fin	male	2016-06-03	adult
APCL16_488_L5206	L5206	Amphiprion clarkii	not applicable	tail fin	male	2016-06-03	adult
APCL16_490_L5207	L5207	Amphiprion clarkii	not applicable	tail fin	female	2016-06-03	adult
APCL16_491_L5208	L5208	Amphiprion clarkii	not applicable	tail fin	male	2016-06-03	adult
APCL16_036_L5209	L5209	Amphiprion clarkii	not applicable	tail fin	female	2016-05-13	adult
APCL16_495_L5210	L5210	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-03	juvenile
APCL16_498_L5211	L5211	Amphiprion clarkii	not applicable	tail fin	male	2016-06-03	adult
APCL16_501_L5212	L5212	Amphiprion clarkii	not applicable	tail fin	male	2016-06-03	adult
APCL16_502_L5213	L5213	Amphiprion clarkii	not applicable	tail fin	male	2016-06-03	adult
APCL16_503_L5214	L5214	Amphiprion clarkii	not applicable	tail fin	male	2016-06-03	adult
APCL16_504_L5215	L5215	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-03	juvenile
APCL16_506_L5216	L5216	Amphiprion clarkii	not applicable	tail fin	male	2016-06-03	adult
APCL16_507_L5217	L5217	Amphiprion clarkii	not applicable	tail fin	male	2016-06-03	adult
APCL16_508_L5218	L5218	Amphiprion clarkii	not applicable	tail fin	female	2016-06-03	adult
APCL16_509_L5219	L5219	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-03	juvenile
APCL16_513_L5221	L5221	Amphiprion clarkii	not applicable	tail fin	male	2016-06-03	adult
APCL16_515_L5222	L5222	Amphiprion clarkii	not applicable	tail fin	female	2016-06-03	adult
APCL16_516_L5223	L5223	Amphiprion clarkii	not applicable	tail fin	male	2016-06-03	adult
APCL16_517_L5225	L5225	Amphiprion clarkii	not applicable	tail fin	female	2016-06-03	adult
APCL16_519_L5227	L5227	Amphiprion clarkii	not applicable	tail fin	male	2016-06-03	adult
APCL16_520_L5228	L5228	Amphiprion clarkii	not applicable	tail fin	female	2016-06-03	adult
APCL16_521_L5229	L5229	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-03	juvenile
APCL16_522_L5230	L5230	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-03	juvenile
APCL16_523_L5231	L5231	Amphiprion clarkii	not applicable	tail fin	male	2016-06-03	adult
APCL16_524_L5232	L5232	Amphiprion clarkii	not applicable	tail fin	male	2016-06-03	adult
APCL16_525_L5233	L5233	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-03	juvenile
APCL16_526_L5234	L5234	Amphiprion clarkii	not applicable	tail fin	male	2016-06-03	adult
APCL16_527_L5235	L5235	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-03	juvenile
APCL16_528_L5236	L5236	Amphiprion clarkii	not applicable	tail fin	female	2016-06-03	adult
APCL16_529_L5237	L5237	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-03	juvenile
APCL16_530_L5238	L5238	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-06-03	juvenile
