Sample_Name	Ligation_ID	BioProject accession	Organism	tissue	geographic location	sex	isolate	Lat	Lon	Anem_ID	Collection_Date	Size	Size_type	Tail_color	dev_stage	Collector	Notes
APCL13_072_L1053	L1053	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768871	124.78372	42	2013-05-24	7.8	FL	YP	adult	MLP	7.8cm fish had slightly orange tail edges: transitional?
APCL13_075_L1054	L1054	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768871	124.78372	42	2013-05-24	4	FL	YR	NA	MLP	
APCL13_076_L1055	L1055	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.76893	124.783775	43	2013-05-24	6.5	FL	YR	NA	MLP	
APCL13_077_L1056	L1056	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.769012	124.783697	44	2013-05-24	4.8	FL	YR	NA	MLP	
APCL13_078_L1057	L1057	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.769012	124.783697	44	2013-05-24	2.7	FL	YR	NA	MLP	
APCL13_079_L1058	L1058	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768961	124.783648	45	2013-05-24	3.4	FL	YR	NA	MLP	
APCL13_080_L1059	L1059	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768961	124.783648	45	2013-05-24	9.5	FL	O	adult	MLP	
APCL13_082_L1060	L1060	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.769329	124.783568	46	2013-05-24	8.4	FL	O	adult	MLP	
APCL13_083_L1061	L1061	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.769357	124.783487	47	2013-05-24	9.7	FL	YP	adult	MLP	
APCL13_084_L1062	L1062	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.772861	124.783159	48	2013-05-24	3.6	FL	YR	NA	MLP	
APCL13_085_L1063	L1063	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.772861	124.783159	48	2013-05-24	6.5	FL	O	adult	MLP	
APCL13_086_L1064	L1064	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.744346	124.786579	49	2013-05-24	4.1	FL	WP	NA	MLP	
APCL13_091_L1065	L1065	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.806323	124.766063	52	2013-05-25	8.2	FL	YP	adult	MLP	
APCL13_092_L1066	L1066	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.806323	124.766063	52	2013-05-25	7	FL	O	adult	MLP	
APCL13_095_L1067	L1067	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.806471	124.76602	54	2013-05-25	8.4	FL	YR	adult	MLP	
APCL13_097_L1068	L1068	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.810726	124.764624	55	2013-05-25	10.1	FL	O	adult	MLP	
APCL13_098_L1069	L1069	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.806471	124.76602	54	2013-05-25	3.5	FL	YR	NA	MLP	
APCL13_100_L1070	L1070	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.810816	124.764717	56	2013-05-25	6.8	FL	YP	adult	MLP	
APCL13_123_L1086	L1086	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.798979	124.768612	67	2013-05-25	4.2	FL	YR	NA	MLP	
APCL13_145_L1098	L1098	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.652843	124.783702	80	2013-05-26	9.6	FL	YP	adult	MLP	anemone is embedded in branching coral
APCL13_159_L1106	L1106	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.640521	124.780477	87	2013-05-26	7.5	FL	Y	adult	MLP	
APCL13_176_L1159	L1159	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.63341	124.776928	98	2013-05-26	10.3	FL	O	adult	MLP	
APCL13_177_L1160	L1160	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.63341	124.776928	98	2013-05-26	10.7	FL	YP	adult	MLP	
APCL13_179_L1161	L1161	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.633419	124.776964	99	2013-05-26	7	FL	Y	NA	MLP	
APCL13_181_L1162	L1162	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.633424	124.777005	100	2013-05-26	4.2	FL	Y	NA	MLP	
APCL13_185_L1163	L1163	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.633435	124.777043	103	2013-05-26	3.1	FL	W	NA	MLP	
APCL13_186_L1164	L1164	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.633465	124.777046	104	2013-05-26	2.6	FL	W	NA	MLP	Unclear if I actually labeled this one... didn't mark it on the data sheet
APCL13_188_L1165	L1165	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.87405	124.711052	105	2013-05-27	5.3	FL	YR	NA	MLP	
APCL13_190_L1166	L1166	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.874015	124.711047	107	2013-05-27	8.7	FL	O	adult	MLP	
APCL13_196_L1169	L1169	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873793	124.711302	108	2013-05-27	7.6	FL	YP	adult	MLP	196 had a very ragged tail
APCL13_199_L1170	L1170	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873672	124.711505	110	2013-05-27	4	FL	W	NA	MLP	
APCL13_201_L1171	L1171	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873557	124.711662	111	2013-05-27	2.7	FL	YR	NA	MLP	
APCL13_203_L1173	L1173	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873328	124.711907	112	2013-05-27	10.8	FL	YP	adult	MLP	
APCL13_206_L1174	L1174	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873304	124.712004	113	2013-05-27	10.2	FL	O	adult	MLP	
APCL13_209_L1175	L1175	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873211	124.712084	115	2013-05-27	8.3	FL	O	adult	MLP	209 may have been sampled already
APCL13_210_L1176	L1176	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873211	124.712084	115	2013-05-27	8.8	FL	YP	adult	MLP	209 may have been sampled already
APCL13_213_L1177	L1177	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873201	124.712093	117	2013-05-27	5.4	FL	YR	NA	MLP	
APCL13_216_L1178	L1178	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873354	124.712082	114	2013-05-27	8.4	FL	O	adult	MLP	
APCL13_217_L1179	L1179	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873401	124.712148	119	2013-05-27	8.6	FL	O	adult	MLP	
APCL13_218_L1180	L1180	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873401	124.712148	119	2013-05-27	8.8	FL	YP	adult	MLP	
APCL13_027_L1207	L1207	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.764475	124.785415	14	2013-05-23	9.4	FL	O	adult	MLP	
APCL13_028_L1208	L1208	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.764459	124.785415	16	2013-05-23	9	FL	Y	adult	MLP	
APCL13_178_L1211	L1211	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.633419	124.776964	99	2013-05-26	8.9	FL	O	adult	MLP	
APCL13_193_L1212	L1212	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873778	124.711248	106	2013-05-27	9.3	FL	O	adult	MLP	
APCL13_194_L1213	L1213	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873778	124.711248	106	2013-05-27	3.6	FL	YR	NA	MLP	
APCL13_202_L1214	L1214	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873328	124.711907	112	2013-05-27	8.4	FL	O	adult	MLP	
APCL14_388_L1236	L1236	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.870879	124.714468	NA	2014-06-23	9.6	FL	O	adult	MRS	2015-09-01: failed extraction; field notes: NO TAG
APCL14_349_L1252	L1252	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.871672	124.714043	648	2014-06-24	4.1	FL	WR	NA	MRS	2015-09-01: failed extraction
APCL13_026_L1255	L1255	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.764459	124.785415	16	2013-05-23	3.5	FL	Y	NA	MLP	
APCL13_029_L1256	L1256	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.764352	124.785362	17	2013-05-23	2.7	FL	Y	NA	MLP	
APCL13_066_L1257	L1257	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768581	124.783945	39	2013-05-24	2.5	FL	YR	NA	MLP	
APCL13_139_L1259	L1259	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.652103	124.784001	76	2013-05-26	12.4	FL	YP	adult	MLP	
APCL13_151_L1262	L1262	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.640804	124.785091	85	2013-05-26	2.5	FL	YR	NA	MLP	
APCL13_189_L1264	L1264	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.87405	124.711052	105	2013-05-27	3.5	FL	YR	NA	MLP	
APCL13_191_L1265	L1265	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.874015	124.711047	107	2013-05-27	3.3	FL	W	NA	MLP	191 sample is two small tail pieces
APCL13_197_L1266	L1266	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873757	124.711338	109	2013-05-27	3.3	FL	YR	NA	MLP	
APCL13_214_L1267	L1267	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873216	124.7121	118	2013-05-27	4.7	FL	YR	NA	MLP	
APCL14_499_L1273	L1273	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.809252	124.765348	699	2014-06-28	9.9	FL	O	adult	MRS	
APCL14_387_L1281	L1281	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.870879	124.714468	NA	2014-06-23	10.1	FL	O	adult	MRS	2015-09-01: failed extraction; field notes: NO TAG
APCL14_390_L1282	L1282	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.871378	124.714208	606	2014-06-23	9.1	FL	O	adult	MRS	2015-09-01: failed extraction
APCL14_504_L1287	L1287	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.798448	124.768651	702	2014-06-29	7.6	FL	O	adult	MRS	
APCL14_535_L1294	L1294	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.755818	124.78553	721	2014-07-01	4.5	FL	Y	NA	MRS	
APCL14_531_L1296	L1296	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.76901	124.783733	717	2014-06-29	4.2	FL	WR	NA	MRS	
APCL14_498_L1297	L1297	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.809171	124.76537	698	2014-06-28	9.3	FL	O	adult	MRS	
APCL14_514_L1298	L1298	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768484	124.784005	708	2014-06-29	4.1	FL	WR	NA	MRS	
APCL14_308_L1300	L1300	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.635041	124.776216	569	2014-06-22	6.3	FL	Y	NA	MRS	
APCL13_140_L1303	L1303	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.652591	124.783262	77	2013-05-26	4.7	FL	W	NA	MLP	140: white side of tail is pointed
APCL13_142_L1304	L1304	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.652782	124.783648	79	2013-05-26	4.2	FL	W	NA	MLP	
APCL13_183_L1305	L1305	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.633416	124.777017	101	2013-05-26	3.2	FL	W	NA	MLP	
APCL13_339_L1306	L1306	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855982	124.726333	200	2013-05-29	7.4	FL	O	adult	MLP	
APCL13_409_L1307	L1307	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.869321	124.716396	238	2013-05-30	2.8	FL	YR	NA	MLP	
APCL13_520_L1313	L1313	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.831177	124.750661	291	2013-06-02	8.1	FL	O	adult	MLP	
APCL13_607_L1320	L1320	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.869944	124.715865	330	2013-06-04	3.3	FL	YR	NA	MLP	
APCL14_126_L1321	L1321	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable			450	2014-06-16	8.1	FL	O	adult	MRS	There is no GPS data for these samples, I think the unit submerged for these minutes
APCL14_508_L1325	L1325	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.798627	124.768745	703	2014-06-29	3.6	FL	YR	NA	MRS	
APCL14_511_L1326	L1326	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.76727	124.784808	705	2014-06-29	7	FL	O	adult	MRS	
APCL14_513_L1327	L1327	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768455	124.784026	707	2014-06-29	4.6	FL	Y	NA	MRS	
APCL14_520_L1328	L1328	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.769081	124.783681	712	2014-06-29	7.3	FL	O	adult	MRS	
APCL14_538_L1334	L1334	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.755036	124.785063	34	2014-07-01	7.5	FL	O	adult	MRS	
APCL14_423_L1341	L1341	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.871697	124.713987	651	2014-06-24	5.5	FL	WR	NA	MRS	
APCL14_424_L1342	L1342	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.871694	124.713949	652	2014-06-24	5.2	FL	YR	NA	MRS	
APCL14_425_L1343	L1343	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.871701	124.713919	653	2014-06-24	5.2	FL	WR	NA	MRS	
APCL14_348_L1349	L1349	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.871652	124.714034	647	2014-06-24	5.1	FL	WR	NA	MRS	2015-09-01: failed extraction
APCL14_559_L1350	L1350	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.874451	124.710608	132	2014-07-02	7.2	FL	Y	adult	MRS	
APCL13_032_L1591	L1591	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.764276	124.785345	18	2013-05-23	3.7	FL	YR	NA	MLP	
APCL13_033_L1592	L1592	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.764209	124.785343	19	2013-05-23	4.2	FL	W	NA	MLP	
APCL13_036_L1593	L1593	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.764199	124.785266	21	2013-05-23	2.9	FL	YR	NA	MLP	
APCL13_038_L1594	L1594	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.764201	124.785289	22	2013-05-23	3.4	FL	W	NA	MLP	
APCL13_047_L1595	L1595	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.756332	124.785815	28	2013-05-23	3.6	FL	bW	NA	MLP	
APCL13_048_L1597	L1597	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.756284	124.785799	29	2013-05-23	4	FL	W	NA	MLP	
APCL13_050_L1598	L1598	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.756221	124.785645	31	2013-05-23	9.1	FL	O	adult	MLP	
APCL13_051_L1599	L1599	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.756221	124.785645	31	2013-05-23	4.6	FL	YR	NA	MLP	
APCL13_052_L1600	L1600	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.756221	124.785645	31	2013-05-23	3.9	FL	YR	NA	MLP	
APCL13_053_L1601	L1601	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.755643	124.785439	32	2013-05-23	2.6	FL	W	NA	MLP	
APCL13_054_L1602	L1602	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.755157	124.785235	33	2013-05-23	3.2	FL	YR	NA	MLP	
APCL13_055_L1603	L1603	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.755157	124.785235	33	2013-05-23	6.5	FL	YP	adult	MLP	
APCL13_056_L1604	L1604	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.75509	124.785124	34	2013-05-23	3	FL	YR	NA	MLP	
APCL13_398_L1605	L1605	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.869091	124.716376	230	2013-05-30	7.8	FL	O	adult	MLP	
APCL13_058_L1606	L1606	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.754999	124.785127	35	2013-05-23	6.7	FL	YR	NA	MLP	
APCL13_059_L1607	L1607	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.754999	124.785127	35	2013-05-23	8	FL	YP	adult	MLP	
APCL13_061_L1608	L1608	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.754371	124.784886	36	2013-05-23	4.1	FL	W	NA	MLP	
APCL13_063_L1609	L1609	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768407	124.784069	37	2013-05-24	10.5	FL	O	adult	MLP	
APCL13_065_L1610	L1610	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768581	124.783945	39	2013-05-24	6.6	FL	YR	NA	MLP	
APCL13_068_L1611	L1611	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768598	124.783906	40	2013-05-24	3.5	FL	YR	NA	MLP	
APCL13_070_L1612	L1612	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768469	124.784025	38	2013-05-24	9.3	FL	O	adult	MLP	
APCL13_072_L1613	L1613	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768871	124.78372	42	2013-05-24	7.8	FL	YP	adult	MLP	7.8cm fish had slightly orange tail edges: transitional?
APCL13_080_L1614	L1614	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768961	124.783648	45	2013-05-24	9.5	FL	O	adult	MLP	
APCL13_083_L1615	L1615	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.769357	124.783487	47	2013-05-24	9.7	FL	YP	adult	MLP	
APCL13_095_L1617	L1617	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.806471	124.76602	54	2013-05-25	8.4	FL	YR	adult	MLP	
APCL13_100_L1618	L1618	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.810816	124.764717	56	2013-05-25	6.8	FL	YP	adult	MLP	
APCL13_176_L1619	L1619	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.63341	124.776928	98	2013-05-26	10.3	FL	O	adult	MLP	
APCL13_179_L1620	L1620	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.633419	124.776964	99	2013-05-26	7	FL	Y	NA	MLP	
APCL13_181_L1621	L1621	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.633424	124.777005	100	2013-05-26	4.2	FL	Y	NA	MLP	
APCL13_187_L1622	L1622	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.87405	124.711052	105	2013-05-27	10.1	FL	O	adult	MLP	
APCL13_188_L1623	L1623	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.87405	124.711052	105	2013-05-27	5.3	FL	YR	NA	MLP	
APCL13_196_L1624	L1624	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873793	124.711302	108	2013-05-27	7.6	FL	YP	adult	MLP	196 had a very ragged tail
APCL13_199_L1625	L1625	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873672	124.711505	110	2013-05-27	4	FL	W	NA	MLP	
APCL13_207_L1626	L1626	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873354	124.712082	114	2013-05-27	8.7	FL	YP	adult	MLP	
APCL13_210_L1628	L1628	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873211	124.712084	115	2013-05-27	8.8	FL	YP	adult	MLP	209 may have been sampled already
APCL13_236_L1629	L1629	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.874448	124.710622	131	2013-05-27	9.2	FL	YP	adult	MLP	
APCL13_277_L1630	L1630	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.871861	124.713779	157	2013-05-28	8.8	FL	O	adult	MLP	
APCL13_280_L1631	L1631	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.871826	124.713835	159	2013-05-28	5.1	FL	YR	NA	MLP	
APCL13_301_L1632	L1632	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.871349	124.714184	172	2013-05-28	6.7	FL	YP	adult	MLP	
APCL13_340_L1633	L1633	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855982	124.726333	200	2013-05-29	7.9	FL	YP	adult	MLP	
APCL13_348_L1634	L1634	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.857512	124.724867	204	2013-05-29	9.3	FL	YP	adult	MLP	
APCL13_364_L1635	L1635	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.856231	124.725936	213	2013-05-29	2.4	FL	YR	NA	MLP	
APCL13_389_L1636	L1636	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.869036	124.716474	224	2013-05-30	5	FL	W	NA	MLP	
APCL13_034_L1639	L1639	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.764185	124.785353	20	2013-05-23	3.1	FL	YR	NA	MLP	
APCL13_035_L1640	L1640	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.764185	124.785353	20	2013-05-23	4.8	FL	W	NA	MLP	
APCL13_062_L1641	L1641	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768407	124.784069	37	2013-05-24	5.1	FL	YR	NA	MLP	
APCL13_064_L1642	L1642	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768469	124.784025	38	2013-05-24	3.8	FL	YR	NA	MLP	
APCL13_067_L1645	L1645	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768598	124.783906	40	2013-05-24	4.6	FL	YR	NA	MLP	
APCL13_071_L1646	L1646	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768544	124.783968	41	2013-05-24	2.9	FL	YR	NA	MLP	
APCL13_075_L1647	L1647	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768871	124.78372	42	2013-05-24	4	FL	YR	NA	MLP	
APCL13_076_L1648	L1648	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.76893	124.783775	43	2013-05-24	6.5	FL	YR	NA	MLP	
APCL13_077_L1649	L1649	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.769012	124.783697	44	2013-05-24	4.8	FL	YR	NA	MLP	
APCL13_078_L1650	L1650	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.769012	124.783697	44	2013-05-24	2.7	FL	YR	NA	MLP	
APCL13_079_L1651	L1651	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768961	124.783648	45	2013-05-24	3.4	FL	YR	NA	MLP	
APCL13_357_L1652	L1652	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.85842	124.724361	208	2013-05-29	3	FL	YR	NA	MLP	
APCL13_084_L1653	L1653	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.772861	124.783159	48	2013-05-24	3.6	FL	YR	NA	MLP	
APCL13_085_L1654	L1654	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.772861	124.783159	48	2013-05-24	6.5	FL	O	adult	MLP	
APCL13_086_L1655	L1655	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.744346	124.786579	49	2013-05-24	4.1	FL	WP	NA	MLP	
APCL13_091_L1656	L1656	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.806323	124.766063	52	2013-05-25	8.2	FL	YP	adult	MLP	
APCL13_092_L1657	L1657	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.806323	124.766063	52	2013-05-25	7	FL	O	adult	MLP	
APCL13_097_L1658	L1658	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.810726	124.764624	55	2013-05-25	10.1	FL	O	adult	MLP	
APCL13_352_L1660	L1660	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.858381	124.7244	206	2013-05-29	6.7	FL	YP	adult	MLP	
APCL13_183_L1661	L1661	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.633416	124.777017	101	2013-05-26	3.2	FL	W	NA	MLP	
APCL13_185_L1662	L1662	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.633435	124.777043	103	2013-05-26	3.1	FL	W	NA	MLP	
APCL13_189_L1663	L1663	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.87405	124.711052	105	2013-05-27	3.5	FL	YR	NA	MLP	
APCL13_324_L1664	L1664	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.854981	124.727633	190	2013-05-29	5.7	FL	YP	adult	MLP	
APCL13_327_L1665	L1665	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855057	124.727391	192	2013-05-29	3.9	FL	YR	NA	MLP	
