Sample_Name	Ligation_ID	BioProject accession	Organism	tissue	geographic location	sex	isolate	Lat	Lon	Anem_ID	Collection_Date	Size	Size_type	Tail_color	dev_stage	Collector	Notes
APCL13_367_L1666	L1666	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.85624	124.725881	214	2013-05-29	6.8	FL	YP	adult	MLP	#367 sort of looks sampled already
APCL13_385_L1669	L1669	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.869028	124.716467	222	2013-05-30	7.7	FL	YP	adult	MLP	
APCL13_395_L1670	L1670	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.869125	124.716392	228	2013-05-30	6.4	FL	YP	adult	MLP	
APCL13_400_L1671	L1671	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.869159	124.716338	232	2013-05-30	9	FL	O	adult	MLP	#400 had an all orange tail with a clear trailing edge
APCL13_402_L1672	L1672	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.869159	124.716338	232	2013-05-30	9.2	FL	YP	adult	MLP	
APCL13_002_L1673	L1673	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.744929	124.785858	2	2013-05-22	4.8	FL	Y	NA	MLP	
APCL13_003_L1674	L1674	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.744929	124.785858	2	2013-05-22	9.6	FL	Y	adult	MLP	
APCL13_426_L1675	L1675	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.86983	124.715916	250	2013-05-30	5.9	FL	W	NA	MLP	
APCL13_005_L1676	L1676	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.744983	124.785767	4	2013-05-22	7.8	FL	Y	adult	MLP	
APCL13_461_L1677	L1677	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873783	124.710859	NA	2013-05-31	10.4	FL	YP	adult	MLP	fish were not close to any visible anem
APCL14_489_L1678	L1678	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.857641	124.725062	674	2014-06-26	4.3	FL	WR	NA	MRS	
APCL14_501_L1679	L1679	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.809252	124.765348	699	2014-06-28	5.6	FL	Y	NA	MRS	
APCL14_504_L1680	L1680	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.798448	124.768651	702	2014-06-29	7.6	FL	O	adult	MRS	
APCL14_522_L1681	L1681	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.769081	124.783681	712	2014-06-29	3.8	FL	YR	NA	MRS	
APCL14_526_L1682	L1682	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.769317	124.783583	714	2014-06-29	8.5	FL	YP	adult	MRS	
APCL14_519_L1683	L1683	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768829	124.783754	711	2014-06-29	3.8	FL	YR	NA	MRS	
APCL14_466_L1684	L1684	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855564	124.726863	NA	2014-06-26	5.6	FL	YR	NA	MRS	AnemID was marked as "?". It was a very busy dive and Michelle missed what number it was. Col1 was marked as "R" originally.
APCL14_469_L1685	L1685	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855977	124.726304	690	2014-06-26	8.5	FL	YP	adult	MRS	
APCL14_471_L1686	L1686	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.856004	124.726365	200	2014-06-26	6.4	FL	O	adult	MRS	
APCL13_043_L1687	L1687	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.756597	124.78595	25	2013-05-23	7.6	FL	YP	adult	MLP	
APCL13_082_L1688	L1688	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.769329	124.783568	46	2013-05-24	8.4	FL	O	adult	MLP	
APCL13_123_L1689	L1689	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.798979	124.768612	67	2013-05-25	4.2	FL	YR	NA	MLP	
APCL13_235_L1690	L1690	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.874435	124.710719	129	2013-05-27	2.1	FL	YR	NA	MLP	
APCL13_328_L1691	L1691	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855057	124.727391	192	2013-05-29	6.1	FL	YP	adult	MLP	
APCL13_339_L1692	L1692	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855982	124.726333	200	2013-05-29	7.4	FL	O	adult	MLP	
APCL13_347_L1693	L1693	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.857512	124.724867	204	2013-05-29	6.8	FL	O	adult	MLP	
APCL13_353_L1694	L1694	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.858381	124.7244	206	2013-05-29	3.6	FL	YR	NA	MLP	
APCL13_383_L1695	L1695	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.85673	124.725313	221	2013-05-29	6.1	FL	W	NA	MLP	
APCL13_409_L1696	L1696	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.869321	124.716396	238	2013-05-30	2.8	FL	YR	NA	MLP	
APCL13_411_L1697	L1697	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.869481	124.716266	240	2013-05-30	7.9	FL	YR	adult	MLP	
APCL13_442_L1698	L1698	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873895	124.710503	254	2013-05-31	2.7	FL	YR	NA	MLP	
APCL13_450_L1699	L1699	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873751	124.710786	257	2013-05-31	7.7	FL	O	adult	MLP	
APCL13_454_L1700	L1700	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873714	124.710803	259	2013-05-31	2.5	FL	W	NA	MLP	
APCL14_126_L1701	L1701	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable			450	2014-06-16	8.1	FL	O	adult	MRS	There is no GPS data for these samples, I think the unit submerged for these minutes
APCL14_503_L1702	L1702	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.798713	124.768576	701	2014-06-29	4.8	FL	YR	NA	MRS	
APCL14_507_L1703	L1703	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.798448	124.768651	702	2014-06-29	8.4	FL	Y	adult	MRS	
APCL14_510_L1704	L1704	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.76727	124.784808	705	2014-06-29	4.4	FL	WR	NA	MRS	
APCL14_513_L1706	L1706	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768455	124.784026	707	2014-06-29	4.6	FL	Y	NA	MRS	
APCL14_514_L1707	L1707	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768484	124.784005	708	2014-06-29	4.1	FL	WR	NA	MRS	
APCL14_520_L1708	L1708	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.769081	124.783681	712	2014-06-29	7.3	FL	O	adult	MRS	
APCL14_527_L1709	L1709	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.769186	124.783696	715	2014-06-29	4.2	FL	WR	NA	MRS	
APCL14_530_L1710	L1710	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.769002	124.783737	716	2014-06-29	6.4	FL	Y	NA	MRS	
APCL14_534_L1711	L1711	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.755992	124.785637	720	2014-07-01	4.1	FL	WR	NA	MRS	
APCL14_535_L1712	L1712	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.755818	124.78553	721	2014-07-01	4.5	FL	Y	NA	MRS	
APCL14_496_L1713	L1713	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.809147	124.765319	697	2014-06-28	9.1	FL	O	adult	MRS	
APCL14_528_L1714	L1714	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.769154	124.783695	NA	2014-06-29	9	FL	O	adult	MRS	
APCL14_532_L1715	L1715	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.756173	124.785643	718	2014-07-01	3.8	FL	WR	NA	MRS	
APCL14_538_L1716	L1716	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.755036	124.785063	34	2014-07-01	7.5	FL	O	adult	MRS	
APCL14_559_L1717	L1717	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.874451	124.710608	132	2014-07-02	7.2	FL	Y	adult	MRS	
APCL13_057_L1718	L1718	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.754999	124.785127	35	2013-05-23	3.2	FL	YR	NA	MLP	
APCL13_087_L1719	L1719	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.743478	124.786654	50	2013-05-24	9.8	FL	O	adult	MLP	
APCL13_130_L1720	L1720	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.798464	124.76871	71	2013-05-25	6.8	FL	O	adult	MLP	
APCL13_333_L1721	L1721	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855341	124.726871	195	2013-05-29	6.9	FL	YP	adult	MLP	
APCL13_334_L1722	L1722	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855401	124.726892	196	2013-05-29	8.9	FL	O	adult	MLP	
APCL13_651_L1725	L1725	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.860768	124.72113	NA	2013-06-04	7.7	FL	O	adult	MLP	on sand, not even close to the reef, so couldn't tag
APCL14_307_L1728	L1728	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.635035	124.776226	568	2014-06-22	4.8	FL	YR	NA	MRS	
APCL14_425_L1729	L1729	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.871701	124.713919	653	2014-06-24	5.2	FL	WR	NA	MRS	
APCL14_442_L1732	L1732	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.871634	124.714112	667	2014-06-24	5	FL	WR	NA	MRS	
APCL13_565_L1735	L1735	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.633601	124.776791	311	2013-06-03	9.6	FL	YP	adult	MLP	
APCL13_584_L1736	L1736	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.633996	124.776721	320	2013-06-03	8.2	FL	O	adult	MLP	
APCL13_587_L1737	L1737	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.63402	124.776658	321	2013-06-03	9.1	FL	O	adult	MLP	dark fish, took photos
APCL14_006_L1738	L1738	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.742899	124.787067	284	2014-06-07	8.8	FL	O	adult	MLP	
APCL14_032_L1739	L1739	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.652397	124.78372	394	2014-06-12	9.6	FL	WR	adult	MRS	
APCL14_049_L1740	L1740	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.63357	124.776796	406	2014-06-12	8.8	FL	YR	adult	MRS	multiple pieces
APCL14_153_L1741	L1741	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.632948	124.776961	468	2014-06-16	8.4	FL	O	adult	MRS	2016-01-11: this sample was missing from the spreadsheet, added today
APCL14_253_L1742	L1742	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.634	124.776612	534	2014-06-22	9.3	FL	O	adult	MRS	
APCL14_423_L1746	L1746	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.871697	124.713987	651	2014-06-24	5.5	FL	WR	NA	MRS	
APCL14_424_L1747	L1747	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.871694	124.713949	652	2014-06-24	5.2	FL	YR	NA	MRS	
APCL14_308_L1748	L1748	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.635041	124.776216	569	2014-06-22	6.3	FL	Y	NA	MRS	
APCL14_497_L1749	L1749	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.809147	124.765319	697	2014-06-28	8.6	FL	O	adult	MRS	
APCL14_499_L1750	L1750	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.809252	124.765348	699	2014-06-28	9.9	FL	O	adult	MRS	
APCL14_500_L1751	L1751	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.809252	124.765348	699	2014-06-28	8.8	FL	Y	adult	MRS	
APCL14_508_L1752	L1752	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.798627	124.768745	703	2014-06-29	3.6	FL	YR	NA	MRS	
APCL14_531_L1753	L1753	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.76901	124.783733	717	2014-06-29	4.2	FL	WR	NA	MRS	
APCL14_452_L1754	L1754	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.859822	124.722686	676	2014-06-26	7.7	FL	O	adult	MRS	
APCL12_038_L1755	L1755	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.874118	124.710649	NA	2012-05-08	9.6	FL		adult	MLP	big fin clip; 2016-01-04: calling an adult based on size, no tail shape provided, MRS
APCL12_081_L1758	L1758	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.872903	124.7118665	NA	2012-05-09	10.3	FL	Y	adult	MLP	#88 has oranged-edged tail, #81 has yellow tail; 2016-01-04: calling an adult based on size, no tail shape provided, MRS
APCL12_082_L1759	L1759	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.87283825	124.7119028	NA	2012-05-09	9.1	FL	Y	adult	MLP	#82 has yellow tail, #89 has orange-edged tail
APCL12_121_L1776	L1776	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.871505	124.714281	NA	2012-05-09	7.5	FL	O	adult	MLP	Orange-edged tail
APCL14_499_L2201	L2201	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.809252	124.765348	699	2014-06-28	9.9	FL	O	adult	MRS	
APCL12_084_L2208	L2208	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.87285525	124.7119735	NA	2012-05-09	6.9	FL	Y	NA	MLP	#84 has yellow tail
APCL12_121_L2219	L2219	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.871505	124.714281	NA	2012-05-09	7.5	FL	O	adult	MLP	Orange-edged tail
APCL13_501_L2231	L2231	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.743742	124.786381	NA	2013-06-01	8.5	FL	O	adult	MLP	Only had one streamer on tail: other cut last year?
APCL13_512_L2240	L2240	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.74427	124.786506	287	2013-06-01	3	FL	YR	NA	MLP	#511 may have been sampled last year (tail looks cut, but not this year)
APCL14_109_L2241	L2241	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.87361	124.711553	436	2014-06-13	4.7	FL	WR	NA	MLP	
APCL14_124_L2242	L2242	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable			448	2014-06-16	8	FL	O	adult	MRS	There is no GPS data for these samples, I think the unit submerged for these minutes
APCL14_128_L2243	L2243	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.652877	124.783452	451	2014-06-16	10.2	FL	O	adult	MRS	
APCL14_138_L2246	L2246	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.633527	124.776898	458	2014-06-16	5.3	FL	YR	NA	MRS	
APCL14_139_L2247	L2247	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.633527	124.776898	458	2014-06-16	4.8	FL	YR	NA	MRS	
APCL14_383_L2249	L2249	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.870462	124.714834	601	2014-06-23	6.2	FL	Y	NA	MRS	2015-09-01: failed extraction; field notes: VERY bLACK AND WHITE, NO ORANGE AT ALL, YELLOW TAIL
APCL14_387_L2251	L2251	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.870879	124.714468	NA	2014-06-23	10.1	FL	O	adult	MRS	2015-09-01: failed extraction; field notes: NO TAG
APCL14_388_L2252	L2252	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.870879	124.714468	NA	2014-06-23	9.6	FL	O	adult	MRS	2015-09-01: failed extraction; field notes: NO TAG
APCL14_390_L2253	L2253	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.871378	124.714208	606	2014-06-23	9.1	FL	O	adult	MRS	2015-09-01: failed extraction
APCL14_391_L2254	L2254	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.87137	124.71421	607	2014-06-23	6.4	FL	O	adult	MRS	2015-09-01: failed extraction
APCL14_505_L2255	L2255	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.798448	124.768651	702	2014-06-29	4.9	FL	O	adult	MRS	
APCL14_521_L2256	L2256	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.769081	124.783681	712	2014-06-29	5.3	FL	WR	NA	MRS	
APCL14_523_L2257	L2257	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.769192	124.783653	713	2014-06-29	9.6	FL	O	adult	MRS	
APCL14_524_L2258	L2258	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.769192	124.783653	713	2014-06-29	5.3	FL	Y	NA	MRS	
APCL12_045_L2260	L2260	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.874423	124.7106755	NA	2012-05-08	8.7	FL		adult	MLP	I messed up somewhere here, since #47 was written twice (but only had one fin in it). I may have written a number down, but not added a fin to the tube (the 12:38 anemone?). From 49 and onwards, I checked tubes carefully.
APCL12_048_L2261	L2261	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.8737115	124.7111638	NA	2012-05-08	9.3	FL		adult	MLP	I messed up somewhere here, since #47 was written twice (but only had one fin in it). I may have written a number down, but not added a fin to the tube (the 12:38 anemone?). From 49 and onwards, I checked tubes carefully.
APCL12_065_L2262	L2262	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.8737495	124.7112805	NA	2012-05-09	5.3	FL		NA	MLP	
APCL12_114_L2271	L2271	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.87172975	124.7139693	NA	2012-05-09	5	FL		NA	MLP	
APCL12_132_L2273	L2273	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.85631525	124.7258458	NA	2012-05-10	9.1	FL	O	adult	MLP	In a 0.5m block of rubble. #132 was orange-edged tail, #133 and #134 were yellow.
APCL12_198_L2280	L2280	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.75336925	124.7844755	NA	2012-05-11	7.4	FL	O	adult	MLP	
APCL12_202_L2283	L2283	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.76349825	124.7852425	NA	2012-05-11	4.5	FL	Y	NA	MLP	
APCL12_208_L2286	L2286	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.7641795	124.7852345	NA	2012-05-11	6.3	FL	Y	NA	MLP	
APCL12_278_L2321	L2321	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.8715705	124.71412	NA	2012-05-14	8.8	FL	O	adult	MLP	
APCL12_279_L2322	L2322	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.8715705	124.71412	NA	2012-05-14	9.5	FL	Y	adult	MLP	
APCL12_283_L2326	L2326	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.87080175	124.7145073	NA	2012-05-14	5.7	FL	Y	NA	MLP	
APCL15_400899_L2330	L2330	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.65302518	124.7839797	#N/A	2015-06-11	11.1	FL	YP	adult	MRS	potential type-o
APCL15_403710_L2335	L2335	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.63270376	124.7769033	2157	2015-06-11	9.5	FL	YP	adult	MRS	
APCL15_405582_L2341	L2341	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.63275749	124.7767793	782	2015-06-11	7.3	FL	O	adult	MRS	
APCL15_404319_L2342	L2342	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.63264282	124.776725	2154	2015-06-11	9.7	FL	O	adult	MRS	
APCL14_346_L2349	L2349	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.871644	124.714029	646	2014-06-24	5.1	FL	WR	NA	MRS	
APCL14_386_L2350	L2350	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.870879	124.714468	NA	2014-06-23	4.7	FL	Y	NA	MRS	2015-09-01: failed extraction; field notes: NO TAG
APCL14_502_L2351	L2351	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.810646	124.7648	700	2014-06-28	3.6	FL	Y	NA	MRS	
APCL14_506_L2352	L2352	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.798448	124.768651	702	2014-06-29	4.2	FL	YR	NA	MRS	
APCL14_515_L2353	L2353	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768522	124.783975	709	2014-06-29	8.2	FL	YP	adult	MRS	
APCL14_525_L2354	L2354	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.769317	124.783583	714	2014-06-29	9.2	FL	O	adult	MRS	
APCL14_374_L2359	L2359	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.869741	124.716071	594	2014-06-23	7.4	FL	YR	adult	MRS	2015-09-01: failed extraction; field notes: 3 HECR'S ALL TOGETHER 
APCL12_058_L2362	L2362	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable				1899-12-30				NA	MLP	2016-02-17: This fish was not listed on the collections import sheet, 2016-01-11: could be a replacement for a duplicate of APCL12_056
APCL12_203_L2385	L2385	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.7635375	124.7852195	NA	2012-05-11	5.2	FL	Y	NA	MLP	
APCL14_347_L2400	L2400	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.871644	124.714029	646	2014-06-24	4	FL	YR	NA	MRS	
APCL14_382_L2401	L2401	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.870293	124.715116	600	2014-06-23	4.4	FL	WR	NA	MRS	2015-09-01: failed extraction
APCL14_385_L2402	L2402	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.870559	124.714802	603	2014-06-23	4.5	FL	Y	NA	MRS	2015-09-01: failed extraction
APCL14_537_L2403	L2403	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.755112	124.785087	723	2014-07-01	5.2	FL	Y	NA	MRS	
APCL14_369_L2409	L2409	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.869573	124.7162	592	2014-06-23	7.5	FL	O	adult	MRS	2015-09-01: failed extraction
APCL12_054_L2412	L2412	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.874261	124.7107895	NA	2012-05-09	9.2	FL		adult	MLP	
APCL12_080_L2420	L2420	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873701	124.7114218	NA	2012-05-09	4.7	FL		NA	MLP	
APCL12_080_L2421	L2421	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873701	124.7114218	NA	2012-05-09	4.7	FL		NA	MLP	
APCL14_349_L2447	L2447	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.871672	124.714043	648	2014-06-24	4.1	FL	WR	NA	MRS	2015-09-01: failed extraction
APCL14_462_L2456	L2456	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.861051	124.721778	684	2014-06-26	4.7	FL	WR	NA	MRS	
APCL14_463_L2457	L2457	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.861017	124.721767	685	2014-06-26	5.7	FL	YR	NA	MRS	DIDN'T CATCH SMALLER FISH
APCL14_465_L2458	L2458	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855408	124.727081	689	2014-06-26	4.1	FL	YR	NA	MRS	
APCL14_468_L2459	L2459	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.856038	124.726383	198	2014-06-26	9.6	FL	O	adult	MRS	
APCL14_470_L2460	L2460	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855977	124.726304	690	2014-06-26	9	FL	O	adult	MRS	
APCL14_473_L2466	L2466	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855655	124.72616	691	2014-06-26	8.6	FL	O	adult	MRS	AND ALSO A SNAKE, I THINK (actually a goatfish)
APCL14_476_L2467	L2467	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855655	124.72616	691	2014-06-26	6.8	FL	O	adult	MRS	AND ALSO A SNAKE, I THINK (actually a goatfish)
APCL14_483_L2468	L2468	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855413	124.726207	693	2014-06-26	10.5	FL	O	adult	MRS	>12X 3.5 CM OR SMALLER
APCL14_484_L2469	L2469	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855413	124.726207	693	2014-06-26	9.8	FL	YR	adult	MRS	>12X 3.5 CM OR SMALLER
APCL13_410_L2489	L2489	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.869466	124.716289	239	2013-05-30	5	FL	YR	NA	MLP	
APCL13_558_L2493	L2493	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.633398	124.776942	307	2013-06-03	3.7	FL	W	NA	MLP	
APCL13_609_L2529	L2529	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.870106	124.715314	333	2013-06-04	4.2	FL	W	NA	MLP	seem to be on outer reef edge here
