sample_name	ligation_id	organism	isolate	tissue	sex	collection_date	dev_stage
APCL15_354513_L2727	L2727	Amphiprion clarkii	not applicable	tail fin	female	2015-06-05	adult
APCL15_085_L2728	L2728	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-05	juvenile
APCL15_086_L2730	L2730	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-05	juvenile
APCL15_373186_L2732	L2732	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-05	juvenile
APCL15_091_L2733	L2733	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-05	juvenile
APCL15_092_L2734	L2734	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-05	juvenile
APCL15_369767_L2735	L2735	Amphiprion clarkii	not applicable	tail fin	female	2015-06-05	adult
APCL15_356353_L2736	L2736	Amphiprion clarkii	not applicable	tail fin	male	2015-06-05	adult
APCL15_373218_L2737	L2737	Amphiprion clarkii	not applicable	tail fin	female	2015-06-05	adult
APCL15_115_L2738	L2738	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-09	juvenile
APCL15_369281_L2739	L2739	Amphiprion clarkii	not applicable	tail fin	male	2015-06-05	adult
APCL15_356312_L2741	L2741	Amphiprion clarkii	not applicable	tail fin	male	2015-06-05	adult
APCL15_095_L2742	L2742	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-05	juvenile
APCL15_372325_L2743	L2743	Amphiprion clarkii	not applicable	tail fin	female	2015-06-05	adult
APCL15_094_L2744	L2744	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-05	juvenile
APCL15_355398_L2745	L2745	Amphiprion clarkii	not applicable	tail fin	female	2015-06-05	adult
APCL15_093_L2746	L2746	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-05	juvenile
APCL15_354523_L2747	L2747	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-05	juvenile
APCL15_356339_L2748	L2748	Amphiprion clarkii	not applicable	tail fin	female	2015-06-05	adult
APCL15_041_L2749	L2749	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-01	juvenile
APCL15_373511_L2750	L2750	Amphiprion clarkii	not applicable	tail fin	male	2015-06-01	adult
APCL15_372487_L2751	L2751	Amphiprion clarkii	not applicable	tail fin	male	2015-06-04	adult
APCL15_403892_L2752	L2752	Amphiprion clarkii	not applicable	tail fin	female	2015-06-01	adult
APCL15_403913_L2753	L2753	Amphiprion clarkii	not applicable	tail fin	male	2015-05-31	adult
APCL15_354107_L2755	L2755	Amphiprion clarkii	not applicable	tail fin	male	2015-06-04	adult
APCL15_406954_L2756	L2756	Amphiprion clarkii	not applicable	tail fin	male	2015-05-31	adult
APCL15_354092_L2757	L2757	Amphiprion clarkii	not applicable	tail fin	female	2015-06-04	adult
APCL15_074_L2758	L2758	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-04	juvenile
APCL15_369437_L2759	L2759	Amphiprion clarkii	not applicable	tail fin	male	2015-06-04	adult
APCL15_399642_L2760	L2760	Amphiprion clarkii	not applicable	tail fin	female	2015-06-01	adult
APCL15_369053_L2761	L2761	Amphiprion clarkii	not applicable	tail fin	female	2015-06-04	adult
APCL15_370062_L2762	L2762	Amphiprion clarkii	not applicable	tail fin	female	2015-06-04	adult
APCL15_404287_L2763	L2763	Amphiprion clarkii	not applicable	tail fin	female	2015-05-31	adult
APCL15_367983_L2765	L2765	Amphiprion clarkii	not applicable	tail fin	female	2015-06-04	adult
APCL15_354641_L2766	L2766	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-04	juvenile
APCL15_407105_L2767	L2767	Amphiprion clarkii	not applicable	tail fin	male	2015-05-31	adult
APCL15_372081_L2768	L2768	Amphiprion clarkii	not applicable	tail fin	female	2015-06-04	adult
APCL15_363708_L2769	L2769	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-04	juvenile
APCL15_355926_L2770	L2770	Amphiprion clarkii	not applicable	tail fin	male	2015-06-04	adult
APCL15_399571_L2771	L2771	Amphiprion clarkii	not applicable	tail fin	male	2015-06-01	adult
APCL15_045_L2773	L2773	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-01	juvenile
APCL15_354327_L2774	L2774	Amphiprion clarkii	not applicable	tail fin	male	2015-06-04	adult
APCL15_372981_L2775	L2775	Amphiprion clarkii	not applicable	tail fin	male	2015-06-04	adult
APCL15_399614_L2776	L2776	Amphiprion clarkii	not applicable	tail fin	male	2015-05-31	adult
APCL15_406164_L2777	L2777	Amphiprion clarkii	not applicable	tail fin	male	2015-05-31	adult
APCL15_407137_L2778	L2778	Amphiprion clarkii	not applicable	tail fin	male	2015-05-30	adult
APCL15_404854_L2779	L2779	Amphiprion clarkii	not applicable	tail fin	female	2015-05-30	adult
APCL15_370935_L2780	L2780	Amphiprion clarkii	not applicable	tail fin	female	2015-05-29	adult
APCL15_403391_L2781	L2781	Amphiprion clarkii	not applicable	tail fin	female	2015-05-31	adult
APCL15_405904_L2782	L2782	Amphiprion clarkii	not applicable	tail fin	female	2015-05-31	adult
APCL15_372491_L2783	L2783	Amphiprion clarkii	not applicable	tail fin	male	2015-05-29	adult
APCL15_401458_L2784	L2784	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-05-31	juvenile
APCL15_403879_L2785	L2785	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-05-30	juvenile
APCL15_404313_L2786	L2786	Amphiprion clarkii	not applicable	tail fin	female	2015-05-31	adult
APCL15_402874_L2787	L2787	Amphiprion clarkii	not applicable	tail fin	male	2015-05-31	adult
APCL15_404060_L2788	L2788	Amphiprion clarkii	not applicable	tail fin	male	2015-05-30	adult
APCL15_371708_L2789	L2789	Amphiprion clarkii	not applicable	tail fin	male	2015-05-29	adult
APCL15_399551_L2790	L2790	Amphiprion clarkii	not applicable	tail fin	female	2015-05-31	adult
APCL15_407622_L2791	L2791	Amphiprion clarkii	not applicable	tail fin	female	2015-05-31	adult
APCL15_402230_L2792	L2792	Amphiprion clarkii	not applicable	tail fin	female	2015-05-30	adult
APCL15_407028_L2793	L2793	Amphiprion clarkii	not applicable	tail fin	male	2015-05-30	adult
APCL15_404526_L2794	L2794	Amphiprion clarkii	not applicable	tail fin	female	2015-05-30	adult
APCL15_406317_L2795	L2795	Amphiprion clarkii	not applicable	tail fin	male	2015-05-31	adult
APCL15_404829_L2796	L2796	Amphiprion clarkii	not applicable	tail fin	female	2015-05-30	adult
APCL15_353379_L2797	L2797	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-05-31	juvenile
APCL15_373373_L2798	L2798	Amphiprion clarkii	not applicable	tail fin	female	2015-05-29	adult
APCL15_403393_L2799	L2799	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-05-31	juvenile
APCL15_402921_L2800	L2800	Amphiprion clarkii	not applicable	tail fin	female	2015-05-30	adult
APCL15_372956_L2801	L2801	Amphiprion clarkii	not applicable	tail fin	male	2015-05-29	adult
APCL15_407646_L2802	L2802	Amphiprion clarkii	not applicable	tail fin	female	2015-05-31	adult
APCL15_017_L2803	L2803	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-05-30	juvenile
APCL15_402768_L2804	L2804	Amphiprion clarkii	not applicable	tail fin	male	2015-05-30	adult
APCL15_371421_L2805	L2805	Amphiprion clarkii	not applicable	tail fin	female	2015-05-29	adult
APCL15_404420_L2806	L2806	Amphiprion clarkii	not applicable	tail fin	male	2015-06-01	adult
APCL15_354741_L2807	L2807	Amphiprion clarkii	not applicable	tail fin	male	2015-06-04	adult
APCL15_407670_L2808	L2808	Amphiprion clarkii	not applicable	tail fin	male	2015-05-31	adult
APCL15_404064_L2809	L2809	Amphiprion clarkii	not applicable	tail fin	female	2015-05-31	adult
APCL15_371132_L2810	L2810	Amphiprion clarkii	not applicable	tail fin	male	2015-06-04	adult
APCL15_363411_L2811	L2811	Amphiprion clarkii	not applicable	tail fin	female	2015-06-04	adult
APCL15_407401_L2812	L2812	Amphiprion clarkii	not applicable	tail fin	male	2015-05-31	adult
APCL15_370980_L2813	L2813	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-05-28	juvenile
APCL15_375881_L2814	L2814	Amphiprion clarkii	not applicable	tail fin	female	2015-05-28	adult
APCL15_371477_L2815	L2815	Amphiprion clarkii	not applicable	tail fin	female	2015-05-28	adult
APCL15_373422_L2816	L2816	Amphiprion clarkii	not applicable	tail fin	female	2015-05-29	adult
APCL15_374017_L2817	L2817	Amphiprion clarkii	not applicable	tail fin	male	2015-05-28	adult
APCL15_372291_L2820	L2820	Amphiprion clarkii	not applicable	tail fin	male	2015-05-28	adult
APCL15_407477_L2821	L2821	Amphiprion clarkii	not applicable	tail fin	male	2015-05-30	adult
APCL15_373338_L2822	L2822	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-05-29	juvenile
APCL15_001_L2823	L2823	Amphiprion clarkii	not applicable	tail fin	male	2015-05-28	adult
APCL15_406037_L2824	L2824	Amphiprion clarkii	not applicable	tail fin	male	2015-05-30	adult
APCL15_404951_L2825	L2825	Amphiprion clarkii	not applicable	tail fin	male	2015-05-30	adult
APCL15_374990_L2826	L2826	Amphiprion clarkii	not applicable	tail fin	male	2015-05-29	adult
APCL15_375827_L2827	L2827	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-05-28	juvenile
APCL15_407082_L2828	L2828	Amphiprion clarkii	not applicable	tail fin	male	2015-05-30	adult
APCL15_371588_L2829	L2829	Amphiprion clarkii	not applicable	tail fin	male	2015-05-29	adult
APCL15_373778_L2830	L2830	Amphiprion clarkii	not applicable	tail fin	male	2015-05-29	adult
APCL15_375761_L2831	L2831	Amphiprion clarkii	not applicable	tail fin	female	2015-05-28	adult
APCL15_403040_L2832	L2832	Amphiprion clarkii	not applicable	tail fin	female	2015-05-30	adult
APCL15_372739_L2833	L2833	Amphiprion clarkii	not applicable	tail fin	NA	2015-05-29	NA
APCL15_373375_L2834	L2834	Amphiprion clarkii	not applicable	tail fin	NA	2015-05-29	NA
APCL15_375443_L2835	L2835	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-05-29	juvenile
APCL15_374268_L2836	L2836	Amphiprion clarkii	not applicable	tail fin	male	2015-05-29	adult
APCL15_371727_L2837	L2837	Amphiprion clarkii	not applicable	tail fin	male	2015-06-14	adult
APCL15_371381_L2838	L2838	Amphiprion clarkii	not applicable	tail fin	male	2015-06-14	adult
APCL15_372902_L2839	L2839	Amphiprion clarkii	not applicable	tail fin	female	2015-06-14	adult
APCL15_147_L2840	L2840	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-14	juvenile
APCL15_354408_L2841	L2841	Amphiprion clarkii	not applicable	tail fin	female	2015-06-14	adult
APCL15_356406_L2842	L2842	Amphiprion clarkii	not applicable	tail fin	female	2015-06-14	adult
APCL15_355870_L2843	L2843	Amphiprion clarkii	not applicable	tail fin	female	2015-06-14	adult
APCL15_355045_L2844	L2844	Amphiprion clarkii	not applicable	tail fin	male	2015-06-14	adult
APCL15_363747_L2845	L2845	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-14	juvenile
APCL15_372286_L2846	L2846	Amphiprion clarkii	not applicable	tail fin	female	2015-05-29	adult
APCL15_354185_L2847	L2847	Amphiprion clarkii	not applicable	tail fin	male	2015-06-14	adult
APCL15_372099_L2848	L2848	Amphiprion clarkii	not applicable	tail fin	female	2015-06-14	adult
APCL15_376136_L2849	L2849	Amphiprion clarkii	not applicable	tail fin	male	2015-05-29	adult
APCL15_372608_L2851	L2851	Amphiprion clarkii	not applicable	tail fin	male	2015-06-14	adult
APCL15_356515_L2852	L2852	Amphiprion clarkii	not applicable	tail fin	female	2015-06-14	adult
APCL15_368862_L2853	L2853	Amphiprion clarkii	not applicable	tail fin	male	2015-06-14	adult
APCL15_404134_L2854	L2854	Amphiprion clarkii	not applicable	tail fin	male	2015-06-14	adult
APCL15_356535_L2855	L2855	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-14	juvenile
APCL15_404670_L2856	L2856	Amphiprion clarkii	not applicable	tail fin	male	2015-06-14	adult
APCL15_355260_L2857	L2857	Amphiprion clarkii	not applicable	tail fin	male	2015-06-14	adult
APCL15_355265_L2859	L2859	Amphiprion clarkii	not applicable	tail fin	female	2015-06-14	adult
APCL15_356249_L2860	L2860	Amphiprion clarkii	not applicable	tail fin	male	2015-06-14	adult
APCL15_355505_L2861	L2861	Amphiprion clarkii	not applicable	tail fin	male	2015-06-14	adult
APCL15_369541_L2862	L2862	Amphiprion clarkii	not applicable	tail fin	male	2015-06-14	adult
APCL15_354885_L2863	L2863	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-14	juvenile
APCL15_369891_L2864	L2864	Amphiprion clarkii	not applicable	tail fin	male	2015-06-14	adult
APCL15_364065_L2865	L2865	Amphiprion clarkii	not applicable	tail fin	male	2015-06-14	adult
APCL15_368961_L2866	L2866	Amphiprion clarkii	not applicable	tail fin	female	2015-06-14	adult
APCL15_355908_L2867	L2867	Amphiprion clarkii	not applicable	tail fin	female	2015-06-14	adult
APCL15_373315_L2869	L2869	Amphiprion clarkii	not applicable	tail fin	male	2015-06-14	adult
APCL15_355571_L2870	L2870	Amphiprion clarkii	not applicable	tail fin	male	2015-06-14	adult
APCL15_364277_L2871	L2871	Amphiprion clarkii	not applicable	tail fin	female	2015-06-14	adult
