sample_name	ligation_id	organism	isolate	tissue	sex	collection_date	dev_stage
APCL15_143_L2872	L2872	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-13	juvenile
APCL15_372250_L2873	L2873	Amphiprion clarkii	not applicable	tail fin	male	2015-06-13	adult
APCL15_140_L2874	L2874	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-13	juvenile
APCL15_354604_L2875	L2875	Amphiprion clarkii	not applicable	tail fin	female	2015-06-14	adult
APCL15_355523_L2876	L2876	Amphiprion clarkii	not applicable	tail fin	male	2015-06-13	adult
APCL15_150_L2877	L2877	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-14	juvenile
APCL15_356769_L2878	L2878	Amphiprion clarkii	not applicable	tail fin	male	2015-06-09	adult
APCL15_109_L2879	L2879	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-08	juvenile
APCL15_370342_L2880	L2880	Amphiprion clarkii	not applicable	tail fin	male	2015-06-07	adult
APCL15_110_L2881	L2881	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-08	juvenile
APCL15_404022_L2883	L2883	Amphiprion clarkii	not applicable	tail fin	male	2015-06-11	adult
APCL15_122_L2884	L2884	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-09	juvenile
APCL15_368417_L2885	L2885	Amphiprion clarkii	not applicable	tail fin	female	2015-06-09	adult
APCL15_404452_L2886	L2886	Amphiprion clarkii	not applicable	tail fin	male	2015-06-05	adult
APCL15_373231_L2887	L2887	Amphiprion clarkii	not applicable	tail fin	male	2015-06-04	adult
APCL15_404585_L2888	L2888	Amphiprion clarkii	not applicable	tail fin	female	2015-06-01	adult
APCL15_073_L2889	L2889	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-04	juvenile
APCL15_356001_L2890	L2890	Amphiprion clarkii	not applicable	tail fin	female	2015-06-04	adult
APCL15_038_L2891	L2891	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-01	juvenile
APCL15_354642_L2892	L2892	Amphiprion clarkii	not applicable	tail fin	male	2015-06-04	adult
APCL15_373624_L2893	L2893	Amphiprion clarkii	not applicable	tail fin	female	2015-06-01	adult
APCL15_026_L2894	L2894	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-05-31	juvenile
APCL15_355605_L2895	L2895	Amphiprion clarkii	not applicable	tail fin	male	2015-06-04	adult
APCL15_356440_L2896	L2896	Amphiprion clarkii	not applicable	tail fin	female	2015-06-04	adult
APCL15_404545_L2897	L2897	Amphiprion clarkii	not applicable	tail fin	male	2015-05-31	adult
APCL15_014_L2898	L2898	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-05-30	juvenile
APCL15_405523_L2899	L2899	Amphiprion clarkii	not applicable	tail fin	female	2015-05-30	adult
APCL15_407553_L2901	L2901	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-05-30	juvenile
APCL15_405921_L2902	L2902	Amphiprion clarkii	not applicable	tail fin	female	2015-06-01	adult
APCL15_399705_L2903	L2903	Amphiprion clarkii	not applicable	tail fin	male	2015-05-31	adult
APCL15_404371_L2905	L2905	Amphiprion clarkii	not applicable	tail fin	female	2015-05-31	adult
APCL15_022_L2906	L2906	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-05-31	juvenile
APCL15_403777_L2907	L2907	Amphiprion clarkii	not applicable	tail fin	female	2015-05-31	adult
APCL15_403889_L2908	L2908	Amphiprion clarkii	not applicable	tail fin	male	2015-05-31	adult
APCL15_375598_L2909	L2909	Amphiprion clarkii	not applicable	tail fin	female	2015-05-29	adult
APCL15_025_L2910	L2910	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-05-31	juvenile
APCL15_018_L2911	L2911	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-05-30	juvenile
APCL15_403062_L2912	L2912	Amphiprion clarkii	not applicable	tail fin	female	2015-05-30	adult
APCL15_402510_L2913	L2913	Amphiprion clarkii	not applicable	tail fin	male	2015-05-31	adult
APCL15_370907_L2914	L2914	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-05-29	juvenile
APCL15_404146_L2915	L2915	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-05-31	juvenile
APCL15_016_L2916	L2916	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-05-30	juvenile
APCL15_400235_L2917	L2917	Amphiprion clarkii	not applicable	tail fin	male	2015-05-30	adult
APCL15_370885_L2918	L2918	Amphiprion clarkii	not applicable	tail fin	male	2015-05-29	adult
APCL15_404741_L2919	L2919	Amphiprion clarkii	not applicable	tail fin	male	2015-05-30	adult
APCL15_403866_L2920	L2920	Amphiprion clarkii	not applicable	tail fin	female	2015-05-30	adult
APCL15_402340_L2921	L2921	Amphiprion clarkii	not applicable	tail fin	male	2015-05-30	adult
APCL15_406108_L2922	L2922	Amphiprion clarkii	not applicable	tail fin	male	2015-05-31	adult
APCL15_010_L2923	L2923	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-05-30	juvenile
APCL15_403881_L2924	L2924	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-05-31	juvenile
APCL15_402971_L2925	L2925	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-05-31	juvenile
APCL15_400205_L2926	L2926	Amphiprion clarkii	not applicable	tail fin	male	2015-06-01	adult
APCL15_374339_L2927	L2927	Amphiprion clarkii	not applicable	tail fin	female	2015-06-01	adult
APCL15_363819_L2928	L2928	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-04	juvenile
APCL15_406535_L2929	L2929	Amphiprion clarkii	not applicable	tail fin	female	2015-06-01	adult
APCL15_374058_L2931	L2931	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-05-28	juvenile
APCL15_402799_L2932	L2932	Amphiprion clarkii	not applicable	tail fin	male	2015-05-30	adult
APCL15_375747_L2933	L2933	Amphiprion clarkii	not applicable	tail fin	male	2015-05-28	adult
APCL15_372957_L2934	L2934	Amphiprion clarkii	not applicable	tail fin	male	2015-05-29	adult
APCL15_406738_L2936	L2936	Amphiprion clarkii	not applicable	tail fin	male	2015-05-30	adult
APCL15_374351_L2937	L2937	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-05-29	juvenile
APCL15_375526_L2938	L2938	Amphiprion clarkii	not applicable	tail fin	male	2015-05-28	adult
APCL15_399786_L2939	L2939	Amphiprion clarkii	not applicable	tail fin	male	2015-05-30	adult
APCL15_374151_L2940	L2940	Amphiprion clarkii	not applicable	tail fin	female	2015-05-29	adult
APCL15_373033_L2941	L2941	Amphiprion clarkii	not applicable	tail fin	male	2015-05-29	adult
APCL15_374542_L2942	L2942	Amphiprion clarkii	not applicable	tail fin	male	2015-05-28	adult
APCL15_403994_L2943	L2943	Amphiprion clarkii	not applicable	tail fin	female	2015-05-30	adult
APCL15_011_L2944	L2944	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-05-30	juvenile
APCL15_371354_L2945	L2945	Amphiprion clarkii	not applicable	tail fin	male	2015-05-29	adult
APCL15_376294_L2946	L2946	Amphiprion clarkii	not applicable	tail fin	male	2015-05-29	adult
APCL15_013_L2947	L2947	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-05-30	juvenile
APCL15_148_L2948	L2948	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-14	juvenile
APCL15_373608_L2949	L2949	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-05-29	juvenile
APCL15_355592_L2950	L2950	Amphiprion clarkii	not applicable	tail fin	male	2015-06-14	adult
APCL15_372147_L2951	L2951	Amphiprion clarkii	not applicable	tail fin	male	2015-05-29	adult
APCL15_355417_L2952	L2952	Amphiprion clarkii	not applicable	tail fin	female	2015-06-14	adult
APCL15_370820_L2953	L2953	Amphiprion clarkii	not applicable	tail fin	female	2015-06-14	adult
APCL15_368057_L2954	L2954	Amphiprion clarkii	not applicable	tail fin	male	2015-06-14	adult
APCL15_372245_L2955	L2955	Amphiprion clarkii	not applicable	tail fin	male	2015-06-14	adult
APCL15_151_L2956	L2956	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-14	juvenile
APCL15_371253_L2957	L2957	Amphiprion clarkii	not applicable	tail fin	female	2015-06-14	adult
APCL15_354053_L2958	L2958	Amphiprion clarkii	not applicable	tail fin	female	2015-06-14	adult
APCL15_355541_L2959	L2959	Amphiprion clarkii	not applicable	tail fin	female	2015-06-14	adult
APCL15_373292_L2961	L2961	Amphiprion clarkii	not applicable	tail fin	male	2015-06-14	adult
APCL15_158_L2962	L2962	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-14	juvenile
APCL15_373116_L2963	L2963	Amphiprion clarkii	not applicable	tail fin	male	2015-06-14	adult
APCL15_356182_L2964	L2964	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-14	juvenile
APCL15_354219_L2965	L2965	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-14	juvenile
APCL15_157_L2966	L2966	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-14	juvenile
APCL15_156_L2967	L2967	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-14	juvenile
APCL15_375642_L2979	L2979	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-05-30	juvenile
APCL15_356492_L2980	L2980	Amphiprion clarkii	not applicable	tail fin	female	2015-06-04	adult
APCL15_064_L2981	L2981	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-04	juvenile
APCL15_069_L2982	L2982	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-04	juvenile
APCL15_373816_L2983	L2983	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-01	juvenile
APCL15_024_L2985	L2985	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-05-31	juvenile
APCL12_190_L2987	L2987	Amphiprion clarkii	not applicable	tail fin	male	2012-05-11	adult
APCL15_405714_L2989	L2989	Amphiprion clarkii	not applicable	tail fin	male	2015-05-30	adult
APCL15_374610_L2991	L2991	Amphiprion clarkii	not applicable	tail fin	female	2015-06-01	adult
APCL15_407195_L2992	L2992	Amphiprion clarkii	not applicable	tail fin	male	2015-05-31	adult
APCL15_044_L2993	L2993	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-01	juvenile
APCL15_021_L2995	L2995	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-05-31	juvenile
APCL15_371294_L2996	L2996	Amphiprion clarkii	not applicable	tail fin	female	2015-05-29	adult
APCL15_356529_L2998	L2998	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-04	juvenile
APCL15_042_L2999	L2999	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-01	juvenile
APCL15_401616_L3004	L3004	Amphiprion clarkii	not applicable	tail fin	male	2015-05-30	adult
APCL15_373270_L3005	L3005	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-05-28	juvenile
APCL15_355444_L3006	L3006	Amphiprion clarkii	not applicable	tail fin	female	2015-06-04	adult
APCL14_154_L3009	L3009	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-17	juvenile
APCL15_404572_L3010	L3010	Amphiprion clarkii	not applicable	tail fin	male	2015-05-30	adult
APCL14_196_L3014	L3014	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-17	juvenile
APCL15_101_L3016	L3016	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-07	juvenile
APCL15_403698_L3019	L3019	Amphiprion clarkii	not applicable	tail fin	female	2015-05-30	adult
APCL15_108_L3020	L3020	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-08	juvenile
APCL15_040_L3022	L3022	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-01	juvenile
APCL15_149_L3023	L3023	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-14	juvenile
APCL15_137_L3028	L3028	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-13	juvenile
APCL15_065_L3030	L3030	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-04	juvenile
APCL15_007_L3031	L3031	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-05-30	juvenile
APCL15_071_L3035	L3035	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-04	juvenile
APCL15_152_L3036	L3036	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-14	juvenile
APCL15_402189_L3037	L3037	Amphiprion clarkii	not applicable	tail fin	male	2015-05-30	adult
APCL15_089_L3038	L3038	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-05	juvenile
APCL15_159_L3039	L3039	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-14	juvenile
APCL15_355054_L3040	L3040	Amphiprion clarkii	not applicable	tail fin	male	2015-06-04	adult
APCL15_070_L3041	L3041	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-04	juvenile
APCL12_203_L3042	L3042	Amphiprion clarkii	not applicable	tail fin	not applicable	2012-05-11	juvenile
APCL15_400461_L3043	L3043	Amphiprion clarkii	not applicable	tail fin	female	2015-05-30	adult
APCL15_075_L3044	L3044	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-04	juvenile
APCL15_401342_L3045	L3045	Amphiprion clarkii	not applicable	tail fin	female	2015-06-01	adult
APCL15_403102_L3047	L3047	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-05-31	juvenile
APCL16_005_L3048	L3048	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-12	juvenile
APCL15_402770_L3049	L3049	Amphiprion clarkii	not applicable	tail fin	male	2015-06-01	adult
APCL15_354587_L3050	L3050	Amphiprion clarkii	not applicable	tail fin	male	2015-06-04	adult
APCL15_019_L3051	L3051	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-05-30	juvenile
APCL15_116_L3052	L3052	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-09	juvenile
APCL14_202_L3053	L3053	Amphiprion clarkii	not applicable	tail fin	male	2014-06-18	adult
APCL15_375047_L3054	L3054	Amphiprion clarkii	not applicable	tail fin	male	2015-06-01	adult
APCL15_374364_L3055	L3055	Amphiprion clarkii	not applicable	tail fin	male	2015-05-29	adult
APCL15_355486_L3056	L3056	Amphiprion clarkii	not applicable	tail fin	male	2015-06-04	adult
APCL15_375516_L3057	L3057	Amphiprion clarkii	not applicable	tail fin	male	2015-05-29	adult
APCL15_374415_L3059	L3059	Amphiprion clarkii	not applicable	tail fin	male	2015-05-29	adult
APCL15_375659_L3060	L3060	Amphiprion clarkii	not applicable	tail fin	female	2015-06-01	adult
APCL15_400408_L3061	L3061	Amphiprion clarkii	not applicable	tail fin	male	2015-06-01	adult
APCL15_400919_L3062	L3062	Amphiprion clarkii	not applicable	tail fin	male	2015-05-30	adult
APCL15_374441_L3063	L3063	Amphiprion clarkii	not applicable	tail fin	male	2015-05-29	adult
APCL14_156_L3065	L3065	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-17	juvenile
APCL14_195_L3066	L3066	Amphiprion clarkii	not applicable	tail fin	not applicable	2014-06-17	juvenile
APCL15_036_L3067	L3067	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-01	juvenile
APCL15_155_L3068	L3068	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-14	juvenile
APCL15_098_L3069	L3069	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-07	juvenile
APCL15_404653_L3070	L3070	Amphiprion clarkii	not applicable	tail fin	male	2015-05-31	adult
APCL15_371833_L3071	L3071	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-14	juvenile
APCL15_407055_L3072	L3072	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-05-31	juvenile
APCL15_121_L3074	L3074	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-09	juvenile
APCL15_405042_L3075	L3075	Amphiprion clarkii	not applicable	tail fin	male	2015-06-13	adult
APCL15_076_L3076	L3076	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-04	juvenile
APCL16_008_L3077	L3077	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-12	juvenile
APCL15_405360_L3078	L3078	Amphiprion clarkii	not applicable	tail fin	male	2015-05-31	adult
APCL15_372347_L3079	L3079	Amphiprion clarkii	not applicable	tail fin	male	2015-06-09	adult
APCL15_401889_L3080	L3080	Amphiprion clarkii	not applicable	tail fin	male	2015-06-13	adult
APCL15_371463_L3081	L3081	Amphiprion clarkii	not applicable	tail fin	male	2015-05-28	adult
APCL16_011_L3082	L3082	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-12	juvenile
APCL16_007_L3083	L3083	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-12	juvenile
APCL15_375493_L3084	L3084	Amphiprion clarkii	not applicable	tail fin	male	2015-05-29	adult
APCL15_370033_L3085	L3085	Amphiprion clarkii	not applicable	tail fin	female	2015-06-04	adult
APCL15_090_L3086	L3086	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-05	juvenile
APCL15_402307_L3087	L3087	Amphiprion clarkii	not applicable	tail fin	male	2015-06-13	adult
APCL15_118_L3088	L3088	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-09	juvenile
APCL15_117_L3090	L3090	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-09	juvenile
APCL15_100_L3091	L3091	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-07	juvenile
APCL15_138_L3092	L3092	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-13	juvenile
APCL15_123_L3093	L3093	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-09	juvenile
APCL15_403566_L3094	L3094	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-05-30	juvenile
APCL16_010_L3095	L3095	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-12	juvenile
APCL15_370326_L3096	L3096	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-05	juvenile
APCL15_077_L3097	L3097	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-05	juvenile
APCL15_374248_L3098	L3098	Amphiprion clarkii	not applicable	tail fin	male	2015-05-29	adult
APCL15_405197_L3099	L3099	Amphiprion clarkii	not applicable	tail fin	female	2015-06-01	adult
APCL15_072_L3101	L3101	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-04	juvenile
APCL15_370215_L3102	L3102	Amphiprion clarkii	not applicable	tail fin	female	2015-06-04	adult
APCL15_128_L3103	L3103	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-11	juvenile
APCL15_356778_L3104	L3104	Amphiprion clarkii	not applicable	tail fin	male	2015-06-04	adult
APCL15_104_L3105	L3105	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-07	juvenile
APCL15_355518_L3106	L3106	Amphiprion clarkii	not applicable	tail fin	female	2015-06-04	adult
APCL15_376036_L3107	L3107	Amphiprion clarkii	not applicable	tail fin	female	2015-06-01	adult
APCL15_403855_L3108	L3108	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-05-30	juvenile
APCL15_039_L3109	L3109	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-01	juvenile
APCL15_043_L3110	L3110	Amphiprion clarkii	not applicable	tail fin	not applicable	2015-06-01	juvenile
APCL16_031_L3114	L3114	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-13	juvenile
APCL12_128_L3119	L3119	Amphiprion clarkii	not applicable	tail fin	NA	2012-05-10	NA
APCL16_006_L3123	L3123	Amphiprion clarkii	not applicable	tail fin	male	2016-05-12	adult
APCL16_018_L3124	L3124	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-12	juvenile
APCL16_013_L3125	L3125	Amphiprion clarkii	not applicable	tail fin	male	2016-05-12	adult
APCL16_019_L3126	L3126	Amphiprion clarkii	not applicable	tail fin	male	2016-05-12	adult
APCL16_012_L3129	L3129	Amphiprion clarkii	not applicable	tail fin	female	2016-05-12	adult
APCL16_016_L3130	L3130	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-12	juvenile
APCL16_004_L3131	L3131	Amphiprion clarkii	not applicable	tail fin	male	2016-05-12	adult
APCL16_015_L3134	L3134	Amphiprion clarkii	not applicable	tail fin	male	2016-05-12	adult
APCL16_014_L3135	L3135	Amphiprion clarkii	not applicable	tail fin	female	2016-05-12	adult
APCL16_017_L3142	L3142	Amphiprion clarkii	not applicable	tail fin	male	2016-05-12	adult
APCL16_029_L3143	L3143	Amphiprion clarkii	not applicable	tail fin	female	2016-05-12	adult
APCL16_034_L3146	L3146	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-13	juvenile
APCL16_003_L3147	L3147	Amphiprion clarkii	not applicable	tail fin	female	2016-05-12	adult
APCL16_027_L3148	L3148	Amphiprion clarkii	not applicable	tail fin	female	2016-05-12	adult
APCL16_023_L3149	L3149	Amphiprion clarkii	not applicable	tail fin	male	2016-05-12	adult
APCL16_009_L3150	L3150	Amphiprion clarkii	not applicable	tail fin	female	2016-05-12	adult
APCL15_373943_L3151	L3151	Amphiprion clarkii	not applicable	tail fin	male	2015-05-29	adult
APCL16_002_L3152	L3152	Amphiprion clarkii	not applicable	tail fin	male	2016-05-12	adult
APCL16_021_L3153	L3153	Amphiprion clarkii	not applicable	tail fin	male	2016-05-12	adult
APCL16_026_L3155	L3155	Amphiprion clarkii	not applicable	tail fin	male	2016-05-12	adult
APCL16_035_L3157	L3157	Amphiprion clarkii	not applicable	tail fin	female	2016-05-13	adult
APCL16_025_L3158	L3158	Amphiprion clarkii	not applicable	tail fin	female	2016-05-12	adult
APCL16_022_L3160	L3160	Amphiprion clarkii	not applicable	tail fin	female	2016-05-12	adult
APCL16_020_L3161	L3161	Amphiprion clarkii	not applicable	tail fin	female	2016-05-12	adult
APCL16_032_L3162	L3162	Amphiprion clarkii	not applicable	tail fin	male	2016-05-13	adult
APCL16_033_L3164	L3164	Amphiprion clarkii	not applicable	tail fin	male	2016-05-13	adult
APCL16_024_L3166	L3166	Amphiprion clarkii	not applicable	tail fin	female	2016-05-12	adult
APCL16_028_L3167	L3167	Amphiprion clarkii	not applicable	tail fin	female	2016-05-12	adult
APCL16_030_L3168	L3168	Amphiprion clarkii	not applicable	tail fin	male	2016-05-12	adult
APCL14_549_L3170	L3170	Amphiprion clarkii	not applicable	tail fin	male	2014-07-02	adult
APCL17_124_L3220	L3220	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-19	juvenile
APCL17_122_L3222	L3222	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-19	juvenile
APCL17_120_L3224	L3224	Amphiprion clarkii	not applicable	tail fin	female	2017-05-19	adult
APCL17_119_L3225	L3225	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-19	juvenile
APCL17_118_L3226	L3226	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-19	juvenile
APCL17_115_L3229	L3229	Amphiprion clarkii	not applicable	tail fin	male	2017-05-19	adult
APCL16_090_L3231	L3231	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-14	juvenile
APCL17_109_L3235	L3235	Amphiprion clarkii	not applicable	tail fin	male	2017-05-18	adult
APCL17_108_L3236	L3236	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-18	juvenile
APCL17_104_L3240	L3240	Amphiprion clarkii	not applicable	tail fin	female	2017-05-18	adult
APCL17_103_L3241	L3241	Amphiprion clarkii	not applicable	tail fin	male	2017-05-18	adult
APCL17_102_L3242	L3242	Amphiprion clarkii	not applicable	tail fin	female	2017-05-18	adult
APCL17_101_L3243	L3243	Amphiprion clarkii	not applicable	tail fin	male	2017-05-18	adult
APCL17_100_L3244	L3244	Amphiprion clarkii	not applicable	tail fin	male	2017-05-18	adult
APCL17_098_L3246	L3246	Amphiprion clarkii	not applicable	tail fin	male	2017-05-18	adult
APCL17_097_L3247	L3247	Amphiprion clarkii	not applicable	tail fin	male	2017-05-18	adult
APCL17_091_L3253	L3253	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-18	juvenile
APCL17_090_L3254	L3254	Amphiprion clarkii	not applicable	tail fin	male	2017-05-18	adult
APCL17_084_L3260	L3260	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-16	juvenile
APCL17_081_L3263	L3263	Amphiprion clarkii	not applicable	tail fin	male	2017-05-16	adult
APCL17_080_L3264	L3264	Amphiprion clarkii	not applicable	tail fin	male	2017-05-16	adult
APCL16_145_L3291	L3291	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-17	juvenile
APCL16_146_L3292	L3292	Amphiprion clarkii	not applicable	tail fin	male	2016-05-17	adult
APCL16_147_L3293	L3293	Amphiprion clarkii	not applicable	tail fin	female	2016-05-17	adult
APCL16_149_L3294	L3294	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-17	juvenile
APCL16_152_L3295	L3295	Amphiprion clarkii	not applicable	tail fin	female	2016-05-17	adult
APCL16_159_L3296	L3296	Amphiprion clarkii	not applicable	tail fin	male	2016-05-17	adult
APCL16_161_L3297	L3297	Amphiprion clarkii	not applicable	tail fin	male	2016-05-17	adult
APCL16_162_L3298	L3298	Amphiprion clarkii	not applicable	tail fin	male	2016-05-17	adult
APCL16_163_L3299	L3299	Amphiprion clarkii	not applicable	tail fin	male	2016-05-17	adult
APCL16_164_L3300	L3300	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-17	juvenile
APCL16_165_L3301	L3301	Amphiprion clarkii	not applicable	tail fin	male	2016-05-18	adult
APCL16_166_L3302	L3302	Amphiprion clarkii	not applicable	tail fin	female	2016-05-18	adult
APCL16_167_L3303	L3303	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-18	juvenile
APCL16_168_L3305	L3305	Amphiprion clarkii	not applicable	tail fin	male	2016-05-18	adult
APCL16_169_L3306	L3306	Amphiprion clarkii	not applicable	tail fin	male	2016-05-18	adult
APCL16_171_L3307	L3307	Amphiprion clarkii	not applicable	tail fin	female	2016-05-18	adult
APCL16_172_L3308	L3308	Amphiprion clarkii	not applicable	tail fin	not applicable	2016-05-18	juvenile
APCL16_173_L3309	L3309	Amphiprion clarkii	not applicable	tail fin	male	2016-05-18	adult
APCL16_175_L3310	L3310	Amphiprion clarkii	not applicable	tail fin	male	2016-05-18	adult
APCL16_176_L3311	L3311	Amphiprion clarkii	not applicable	tail fin	female	2016-05-18	adult
APCL16_177_L3312	L3312	Amphiprion clarkii	not applicable	tail fin	female	2016-05-18	adult
APCL16_178_L3313	L3313	Amphiprion clarkii	not applicable	tail fin	male	2016-05-18	adult
APCL16_182_L3314	L3314	Amphiprion clarkii	not applicable	tail fin	male	2016-05-18	adult
APCL16_183_L3315	L3315	Amphiprion clarkii	not applicable	tail fin	male	2016-05-18	adult
APCL16_184_L3316	L3316	Amphiprion clarkii	not applicable	tail fin	female	2016-05-18	adult
APCL16_185_L3317	L3317	Amphiprion clarkii	not applicable	tail fin	female	2016-05-18	adult
APCL16_186_L3318	L3318	Amphiprion clarkii	not applicable	tail fin	male	2016-05-18	adult
APCL16_187_L3319	L3319	Amphiprion clarkii	not applicable	tail fin	female	2016-05-18	adult
APCL16_188_L3320	L3320	Amphiprion clarkii	not applicable	tail fin	male	2016-05-18	adult
APCL17_127_L3321	L3321	Amphiprion clarkii	not applicable	tail fin	female	2017-05-19	adult
APCL17_129_L3322	L3322	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-19	juvenile
APCL17_130_L3323	L3323	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-19	juvenile
APCL17_132_L3324	L3324	Amphiprion clarkii	not applicable	tail fin	not applicable	2017-05-19	juvenile
APCL17_133_L3325	L3325	Amphiprion clarkii	not applicable	tail fin	female	2017-05-19	adult
